,source,target,prediction
39250,Lucas Chi Kwong Hui,J. Zhang,N
39251,Lucas Chi Kwong Hui,J. Zhang,N
39252,Jarke J. van Wijk,J. Zhang,N
39253,Jarke J. van Wijk,J. Zhang,N
39254,Jarke J. van Wijk,J. Zhang,N
39255,Young-Gul Kim,J. Zhang,N
39256,Young-Gul Kim,J. Zhang,N
39257,Young-Gul Kim,J. Zhang,N
39258,Dietmar Pfahl,J. Zhang,N
39259,Dietmar Pfahl,J. Zhang,N
39260,Dietmar Pfahl,J. Zhang,N
39261,Guillaume Fertin,J.-Angelo Beraldin,N
39262,Guillaume Fertin,J.-Angelo Beraldin,N
39263,Guillaume Fertin,J.-Angelo Beraldin,N
39264,Chee Kheong Siew,J.-Angelo Beraldin,N
39265,Chee Kheong Siew,J.-Angelo Beraldin,N
39266,Chee Kheong Siew,J.-Angelo Beraldin,N
39267,Saeid Nahavandi,J.-Angelo Beraldin,N
39268,Saeid Nahavandi,J.-Angelo Beraldin,N
39269,Saeid Nahavandi,J.-Angelo Beraldin,N
39270,Xiaotie Deng,J.-Angelo Beraldin,N
39271,Xiaotie Deng,J.-Angelo Beraldin,N
39272,Xiaotie Deng,J.-Angelo Beraldin,N
39273,Antonio Fernández 0001,J.-Angelo Beraldin,N
39274,Antonio Fernández 0001,J.-Angelo Beraldin,N
39275,Antonio Fernández 0001,J.-Angelo Beraldin,N
39276,Savitha Srinivasan,J.-Angelo Beraldin,N
39277,Savitha Srinivasan,J.-Angelo Beraldin,N
39278,Savitha Srinivasan,J.-Angelo Beraldin,N
39279,Alexander Reinefeld,Ja-Chen Lin,N
39280,Alexander Reinefeld,Ja-Chen Lin,N
39281,Alexander Reinefeld,Ja-Chen Lin,N
39282,José C. Príncipe,Ja-Ling Wu,N
39283,José C. Príncipe,Ja-Ling Wu,N
39284,José C. Príncipe,Ja-Ling Wu,N
39285,Donald E. Eastlake III,Ja-Ling Wu,N
39286,Donald E. Eastlake III,Ja-Ling Wu,N
39287,Donald E. Eastlake III,Ja-Ling Wu,N
39288,Michel Patry,Ja-Ling Wu,N
39289,Michel Patry,Ja-Ling Wu,N
39290,Michel Patry,Ja-Ling Wu,N
39291,Ben Y. Zhao,Ja-Ling Wu,N
39292,Ben Y. Zhao,Ja-Ling Wu,N
39293,Ben Y. Zhao,Ja-Ling Wu,N
39294,Douglas L. Brutlag,Jaafar M. H. Elmirghani,N
39295,Douglas L. Brutlag,Jaafar M. H. Elmirghani,N
39296,Douglas L. Brutlag,Jaafar M. H. Elmirghani,N
39297,Paolo Bottoni,Jaafar M. H. Elmirghani,N
39298,Paolo Bottoni,Jaafar M. H. Elmirghani,N
39299,Paolo Bottoni,Jaafar M. H. Elmirghani,N
39300,Cristina Botella,Jaafar M. H. Elmirghani,N
39301,Cristina Botella,Jaafar M. H. Elmirghani,N
39302,Cristina Botella,Jaafar M. H. Elmirghani,N
39303,Mark G. Karpovsky,Jaakko Astola,N
39304,Mark G. Karpovsky,Jaakko Astola,N
39305,Mark G. Karpovsky,Jaakko Astola,N
39306,Mauno Vihinen,Jaakko Astola,N
39307,Mauno Vihinen,Jaakko Astola,N
39308,Mauno Vihinen,Jaakko Astola,N
39309,Gerhard Knolmayer,Jaap Hage,N
39310,Gerhard Knolmayer,Jaap Hage,N
39311,Gerhard Knolmayer,Jaap Hage,N
39312,Rob Kling,Jaap Hage,N
39313,Rob Kling,Jaap Hage,N
39314,Rob Kling,Jaap Hage,N
39315,Kathleen M. Carley,Jaap Hage,N
39316,Kathleen M. Carley,Jaap Hage,N
39317,Kathleen M. Carley,Jaap Hage,N
39318,Pedro Larrañaga,Jaap Hage,N
39319,Pedro Larrañaga,Jaap Hage,N
39320,Pedro Larrañaga,Jaap Hage,N
39321,Howard J. Hamilton,Jaap van Pelt,N
39322,Howard J. Hamilton,Jaap van Pelt,N
39323,Howard J. Hamilton,Jaap van Pelt,N
39324,Avram Sidi,Jaap van Pelt,N
39325,Avram Sidi,Jaap van Pelt,N
39326,Avram Sidi,Jaap van Pelt,N
39327,Raymond J. Spiteri,Jaap van Pelt,N
39328,Raymond J. Spiteri,Jaap van Pelt,N
39329,Raymond J. Spiteri,Jaap van Pelt,N
39330,Tohru Kikuno,Jaap van Pelt,N
39331,Tohru Kikuno,Jaap van Pelt,N
39332,Tohru Kikuno,Jaap van Pelt,N
39333,Frank Werner 0001,Jacek Blazewicz,N
39334,Frank Werner 0001,Jacek Blazewicz,N
39335,Frank Werner 0001,Jacek Blazewicz,N
39336,Vijay Kumar,Jacek Blazewicz,N
39337,Vijay Kumar,Jacek Blazewicz,N
39338,Vijay Kumar,Jacek Blazewicz,N
39339,Jerzy A. Filar,Jacek Gondzio,N
39340,Jerzy A. Filar,Jacek Gondzio,N
39341,Jerzy A. Filar,Jacek Gondzio,N
39342,David W. Binkley,Jacek Gondzio,N
39343,David W. Binkley,Jacek Gondzio,N
39344,David W. Binkley,Jacek Gondzio,N
39345,Keith Cheverst,Jacek Gondzio,N
39346,Keith Cheverst,Jacek Gondzio,N
39347,Keith Cheverst,Jacek Gondzio,N
39348,Kyriakos Keremedis,Jacek Gondzio,N
39349,Kyriakos Keremedis,Jacek Gondzio,N
39350,Kyriakos Keremedis,Jacek Gondzio,N
39351,Gregory M. P. O'Hare,Jacek M. Leski,N
39352,Gregory M. P. O'Hare,Jacek M. Leski,N
39353,Gregory M. P. O'Hare,Jacek M. Leski,N
39354,Heinz Ulrich Hoppe,Jacek M. Leski,N
39355,Heinz Ulrich Hoppe,Jacek M. Leski,N
39356,Heinz Ulrich Hoppe,Jacek M. Leski,N
39357,R. Mukundan,Jacek M. Leski,N
39358,R. Mukundan,Jacek M. Leski,N
39359,R. Mukundan,Jacek M. Leski,N
39360,Wolfgang Hörmann,Jacek M. Zurada,N
39361,Wolfgang Hörmann,Jacek M. Zurada,N
39362,Wolfgang Hörmann,Jacek M. Zurada,N
39363,David T. Blaauw,Jack Brimberg,N
39364,David T. Blaauw,Jack Brimberg,N
39365,David T. Blaauw,Jack Brimberg,N
39366,Chris D. Godsil,Jack H. Koolen,N
39367,Chris D. Godsil,Jack H. Koolen,N
39368,Chris D. Godsil,Jack H. Koolen,N
39369,Mikhail H. Klin,Jack H. Koolen,N
39370,Mikhail H. Klin,Jack H. Koolen,N
39371,Mikhail H. Klin,Jack H. Koolen,N
39372,András Gács,Jack H. Koolen,N
39373,András Gács,Jack H. Koolen,N
39374,András Gács,Jack H. Koolen,N
39375,Antonia Bertolino,Jack H. Koolen,N
39376,Antonia Bertolino,Jack H. Koolen,N
39377,Antonia Bertolino,Jack H. Koolen,N
39378,Sebastiaan Terwijn,Jack H. Lutz,N
39379,Sebastiaan Terwijn,Jack H. Lutz,N
39380,Sebastiaan Terwijn,Jack H. Lutz,N
39381,Elias S. Manolakos,Jack H. Lutz,N
39382,Elias S. Manolakos,Jack H. Lutz,N
39383,Elias S. Manolakos,Jack H. Lutz,N
39384,Guillermo Owen,Jack H. Winters,N
39385,Guillermo Owen,Jack H. Winters,N
39386,Guillermo Owen,Jack H. Winters,N
39387,Diego Cabello,Jack H. Winters,N
39388,Diego Cabello,Jack H. Winters,N
39389,Diego Cabello,Jack H. Winters,N
39390,Dieter Kranzlmüller,Jack J. Dongarra,N
39391,Dieter Kranzlmüller,Jack J. Dongarra,N
39392,Dieter Kranzlmüller,Jack J. Dongarra,N
39393,Jens Volkert,Jack J. Dongarra,N
39394,Jens Volkert,Jack J. Dongarra,N
39395,Jens Volkert,Jack J. Dongarra,N
39396,N. R. Achuthan,Jack J. Dongarra,N
39397,N. R. Achuthan,Jack J. Dongarra,N
39398,N. R. Achuthan,Jack J. Dongarra,N
39399,Matthew Turk,Jack M. Loomis,N
39400,Matthew Turk,Jack M. Loomis,N
39401,Matthew Turk,Jack M. Loomis,N
39402,C. A. Middelburg,Jack M. Loomis,N
39403,C. A. Middelburg,Jack M. Loomis,N
39404,C. A. Middelburg,Jack M. Loomis,N
39405,Alejandro F. Frangi,Jack M. Loomis,N
39406,Alejandro F. Frangi,Jack M. Loomis,N
39407,Alejandro F. Frangi,Jack M. Loomis,N
39408,Sergio Palazzo,Jack M. Loomis,N
39409,Sergio Palazzo,Jack M. Loomis,N
39410,Sergio Palazzo,Jack M. Loomis,N
39411,Jaime Peraire,Jack M. Loomis,N
39412,Jaime Peraire,Jack M. Loomis,N
39413,Jaime Peraire,Jack M. Loomis,N
39414,Kôiti Hasida,Jack M. Loomis,N
39415,Kôiti Hasida,Jack M. Loomis,N
39416,Kôiti Hasida,Jack M. Loomis,N
39417,Juan Luis Díaz-de-León S.,Jack Meadows,N
39418,Juan Luis Díaz-de-León S.,Jack Meadows,N
39419,Juan Luis Díaz-de-León S.,Jack Meadows,N
39420,Miguel Ángel Sotelo,Jack Meadows,N
39421,Miguel Ángel Sotelo,Jack Meadows,N
39422,Miguel Ángel Sotelo,Jack Meadows,N
39423,Andreas Winter 0001,Jack Meadows,N
39424,Andreas Winter 0001,Jack Meadows,N
39425,Andreas Winter 0001,Jack Meadows,N
39426,Christopher Edwards,Jack P. C. Kleijnen,N
39427,Christopher Edwards,Jack P. C. Kleijnen,N
39428,Christopher Edwards,Jack P. C. Kleijnen,N
39429,Nikolaos F. Matsatsinis,Jack P. C. Kleijnen,N
39430,Nikolaos F. Matsatsinis,Jack P. C. Kleijnen,N
39431,Nikolaos F. Matsatsinis,Jack P. C. Kleijnen,N
39432,Ashish Ghosh,Jack P. C. Kleijnen,N
39433,Ashish Ghosh,Jack P. C. Kleijnen,N
39434,Ashish Ghosh,Jack P. C. Kleijnen,N
39435,Shiro Usui,Jack P. C. Kleijnen,N
39436,Shiro Usui,Jack P. C. Kleijnen,N
39437,Shiro Usui,Jack P. C. Kleijnen,N
39438,Hakan Altinçay,Jack Snoeyink,N
39439,Hakan Altinçay,Jack Snoeyink,N
39440,Hakan Altinçay,Jack Snoeyink,N
39441,Nobu-Yuki Suzuki,Jack Snoeyink,N
39442,Nobu-Yuki Suzuki,Jack Snoeyink,N
39443,Nobu-Yuki Suzuki,Jack Snoeyink,N
39444,Giovanni Righini,Jack Snoeyink,N
39445,Giovanni Righini,Jack Snoeyink,N
39446,Giovanni Righini,Jack Snoeyink,N
39447,Don Pigozzi,Jaco van de Pol,N
39448,Don Pigozzi,Jaco van de Pol,N
39449,Don Pigozzi,Jaco van de Pol,N
39450,Jacques Palicot,Jaco van de Pol,N
39451,Jacques Palicot,Jaco van de Pol,N
39452,Jacques Palicot,Jaco van de Pol,N
39453,James J. Jiang,Jacob A. Abraham,N
39454,James J. Jiang,Jacob A. Abraham,N
39455,James J. Jiang,Jacob A. Abraham,N
39456,Fabio Neri,Jacob Benesty,N
39457,Fabio Neri,Jacob Benesty,N
39458,Fabio Neri,Jacob Benesty,N
39459,Sixto Ríos-Insua,Jacob Benesty,N
39460,Sixto Ríos-Insua,Jacob Benesty,N
39461,Sixto Ríos-Insua,Jacob Benesty,N
39462,Ganesh Lakshminarayana,Jacob Benesty,N
39463,Ganesh Lakshminarayana,Jacob Benesty,N
39464,Ganesh Lakshminarayana,Jacob Benesty,N
39465,Hannes Hartenstein,Jacob Benesty,N
39466,Hannes Hartenstein,Jacob Benesty,N
39467,Hannes Hartenstein,Jacob Benesty,N
39468,K. S. Kim,Jacob Benesty,N
39469,K. S. Kim,Jacob Benesty,N
39470,K. S. Kim,Jacob Benesty,N
39471,Jorge Stolfi,Jacob Buur,N
39472,Jorge Stolfi,Jacob Buur,N
39473,Jorge Stolfi,Jacob Buur,N
39474,Li Chen,Jacob Buur,N
39475,Li Chen,Jacob Buur,N
39476,Li Chen,Jacob Buur,N
39477,Y. C. Hon,Jacob Buur,N
39478,Y. C. Hon,Jacob Buur,N
39479,Y. C. Hon,Jacob Buur,N
39480,Steven H. Kim,Jacob Savir,N
39481,Steven H. Kim,Jacob Savir,N
39482,Steven H. Kim,Jacob Savir,N
39483,Prasant Mohapatra,Jacob Savir,N
39484,Prasant Mohapatra,Jacob Savir,N
39485,Prasant Mohapatra,Jacob Savir,N
39486,Martin Kutrib,Jacob Savir,N
39487,Martin Kutrib,Jacob Savir,N
39488,Martin Kutrib,Jacob Savir,N
39489,Fan Yang,Jacob Scharcanski,N
39490,Fan Yang,Jacob Scharcanski,N
39491,Fan Yang,Jacob Scharcanski,N
39492,Alexander Reinefeld,Jacob Scharcanski,N
39493,Alexander Reinefeld,Jacob Scharcanski,N
39494,Alexander Reinefeld,Jacob Scharcanski,N
39495,Christian Commault,Jacob van der Woude,N
39496,Christian Commault,Jacob van der Woude,N
39497,Christian Commault,Jacob van der Woude,N
39498,Jean-Michel Dion,Jacob van der Woude,N
39499,Jean-Michel Dion,Jacob van der Woude,N
39500,Jean-Michel Dion,Jacob van der Woude,N
39501,James M. Coughlan,Jacob van der Woude,N
39502,James M. Coughlan,Jacob van der Woude,N
39503,James M. Coughlan,Jacob van der Woude,N
39504,Marco Conti,Jacob van der Woude,N
39505,Marco Conti,Jacob van der Woude,N
39506,Marco Conti,Jacob van der Woude,N
39507,Juan Luis Esteban,Jacobo Torán,N
39508,Juan Luis Esteban,Jacobo Torán,N
39509,Juan Luis Esteban,Jacobo Torán,N
39510,Stavros J. Hamodrakas,Jacobo Torán,N
39511,Stavros J. Hamodrakas,Jacobo Torán,N
39512,Stavros J. Hamodrakas,Jacobo Torán,N
39513,Xue-Bin Liang,Jacobo Torán,N
39514,Xue-Bin Liang,Jacobo Torán,N
39515,Xue-Bin Liang,Jacobo Torán,N
39516,George Weiss,Jacobo Torán,N
39517,George Weiss,Jacobo Torán,N
39518,George Weiss,Jacobo Torán,N
39519,Mario Marchese,Jacqueline Le Moigne,N
39520,Mario Marchese,Jacqueline Le Moigne,N
39521,Mario Marchese,Jacqueline Le Moigne,N
39522,David M. Nicol,Jacqueline Le Moigne,N
39523,David M. Nicol,Jacqueline Le Moigne,N
39524,David M. Nicol,Jacqueline Le Moigne,N
39525,Javier Sánchez-Reyes,Jacqueline Le Moigne,N
39526,Javier Sánchez-Reyes,Jacqueline Le Moigne,N
39527,Javier Sánchez-Reyes,Jacqueline Le Moigne,N
39528,Khalil S. Hindi,Jacqueline Le Moigne,N
39529,Khalil S. Hindi,Jacqueline Le Moigne,N
39530,Khalil S. Hindi,Jacqueline Le Moigne,N
39531,Carla-Fabiana Chiasserini,Jacqueline Le Moigne,N
39532,Carla-Fabiana Chiasserini,Jacqueline Le Moigne,N
39533,Carla-Fabiana Chiasserini,Jacqueline Le Moigne,N
39534,Alessandro De Gloria,Jacqueline Le Moigne,N
39535,Alessandro De Gloria,Jacqueline Le Moigne,N
39536,Alessandro De Gloria,Jacqueline Le Moigne,N
39537,Kei-Hoi Cheung,Jacques A. de Guise,N
39538,Kei-Hoi Cheung,Jacques A. de Guise,N
39539,Kei-Hoi Cheung,Jacques A. de Guise,N
39540,Roberto Basili 0001,Jacques A. de Guise,N
39541,Roberto Basili 0001,Jacques A. de Guise,N
39542,Roberto Basili 0001,Jacques A. de Guise,N
39543,Andreas S. Schulz,Jacques Carlier,N
39544,Andreas S. Schulz,Jacques Carlier,N
39545,Andreas S. Schulz,Jacques Carlier,N
39546,Philippe Baptiste,Jacques Carlier,N
39547,Philippe Baptiste,Jacques Carlier,N
39548,Philippe Baptiste,Jacques Carlier,N
39549,Arthur Westerberg,Jacques Carlier,N
39550,Arthur Westerberg,Jacques Carlier,N
39551,Arthur Westerberg,Jacques Carlier,N
39552,Denys Chaume,Jacques Demongeot,N
39553,Denys Chaume,Jacques Demongeot,N
39554,Denys Chaume,Jacques Demongeot,N
39555,Eric Goles Ch.,Jacques Demongeot,N
39556,Eric Goles Ch.,Jacques Demongeot,N
39557,Eric Goles Ch.,Jacques Demongeot,N
39558,Marie-Paule Lefranc,Jacques Demongeot,N
39559,Marie-Paule Lefranc,Jacques Demongeot,N
39560,Marie-Paule Lefranc,Jacques Demongeot,N
39561,Christophe Diot,Jacques Demongeot,N
39562,Christophe Diot,Jacques Demongeot,N
39563,Christophe Diot,Jacques Demongeot,N
39564,Adrian Johnstone,Jacques Ferber,N
39565,Adrian Johnstone,Jacques Ferber,N
39566,Adrian Johnstone,Jacques Ferber,N
39567,Jarke J. van Wijk,Jacques Ferber,N
39568,Jarke J. van Wijk,Jacques Ferber,N
39569,Jarke J. van Wijk,Jacques Ferber,N
39570,Marc Uetz,Jacques Palicot,N
39571,Marc Uetz,Jacques Palicot,N
39572,Marc Uetz,Jacques Palicot,N
39573,Anthony J. H. Simons,Jacques Resing,N
39574,Anthony J. H. Simons,Jacques Resing,N
39575,Anthony J. H. Simons,Jacques Resing,N
39576,Chris Clifton,Jacques Resing,N
39577,Chris Clifton,Jacques Resing,N
39578,Chris Clifton,Jacques Resing,N
39579,Yannis Siskos,Jacques Robin,N
39580,Yannis Siskos,Jacques Robin,N
39581,Yannis Siskos,Jacques Robin,N
39582,Dimitris Gizopoulos,Jacques Sakarovitch,N
39583,Dimitris Gizopoulos,Jacques Sakarovitch,N
39584,Dimitris Gizopoulos,Jacques Sakarovitch,N
39585,Rynson W. H. Lau,Jacques Sakarovitch,N
39586,Rynson W. H. Lau,Jacques Sakarovitch,N
39587,Rynson W. H. Lau,Jacques Sakarovitch,N
39588,David Hawking,Jacques Savoy,N
39589,David Hawking,Jacques Savoy,N
39590,David Hawking,Jacques Savoy,N
39591,Anthony J. Weiss,Jacques Savoy,N
39592,Anthony J. Weiss,Jacques Savoy,N
39593,Anthony J. Weiss,Jacques Savoy,N
39594,Timothy N. Davidson,Jacques Savoy,N
39595,Timothy N. Davidson,Jacques Savoy,N
39596,Timothy N. Davidson,Jacques Savoy,N
39597,Jie Li 0002,Jacques Savoy,N
39598,Jie Li 0002,Jacques Savoy,N
39599,Jie Li 0002,Jacques Savoy,N
39600,Lenore D. Zuck,Jacques Savoy,N
39601,Lenore D. Zuck,Jacques Savoy,N
39602,Lenore D. Zuck,Jacques Savoy,N
39603,Martin Knor,Jacques Wainer,N
39604,Martin Knor,Jacques Wainer,N
39605,Martin Knor,Jacques Wainer,N
39606,Kwok-Tung Lo,Jacques Wainer,N
39607,Kwok-Tung Lo,Jacques Wainer,N
39608,Kwok-Tung Lo,Jacques Wainer,N
39609,T. Warren Liao,Jacques van Helden,N
39610,T. Warren Liao,Jacques van Helden,N
39611,T. Warren Liao,Jacques van Helden,N
39612,Rick L. Stevens,Jacques van Helden,N
39613,Rick L. Stevens,Jacques van Helden,N
39614,Rick L. Stevens,Jacques van Helden,N
39615,Jay F. Nunamaker Jr.,Jadran Lenarcic,N
39616,Jay F. Nunamaker Jr.,Jadran Lenarcic,N
39617,Jay F. Nunamaker Jr.,Jadran Lenarcic,N
39618,Richard Ehrenborg,Jadran Lenarcic,N
39619,Richard Ehrenborg,Jadran Lenarcic,N
39620,Richard Ehrenborg,Jadran Lenarcic,N
39621,Athman Bouguettaya,Jadran Lenarcic,N
39622,Athman Bouguettaya,Jadran Lenarcic,N
39623,Athman Bouguettaya,Jadran Lenarcic,N
39624,Mohammad Peyravian,Jadran Lenarcic,N
39625,Mohammad Peyravian,Jadran Lenarcic,N
39626,Mohammad Peyravian,Jadran Lenarcic,N
39627,Kamal Jain,Jadran Lenarcic,N
39628,Kamal Jain,Jadran Lenarcic,N
39629,Kamal Jain,Jadran Lenarcic,N
39630,Mehrdad Nourani,Jae Hong Lee,N
39631,Mehrdad Nourani,Jae Hong Lee,N
39632,Mehrdad Nourani,Jae Hong Lee,N
39633,Omer Reingold,Jae Hong Lee,N
39634,Omer Reingold,Jae Hong Lee,N
39635,Omer Reingold,Jae Hong Lee,N
39636,Douglas L. Brutlag,Jae Hong Lee,N
39637,Douglas L. Brutlag,Jae Hong Lee,N
39638,Douglas L. Brutlag,Jae Hong Lee,N
39639,Massoud Pedram,Jae Hong Lee,N
39640,Massoud Pedram,Jae Hong Lee,N
39641,Massoud Pedram,Jae Hong Lee,N
39642,Kyoung Jun Lee,Jae Kyeong Kim,N
39643,Kyoung Jun Lee,Jae Kyeong Kim,N
39644,Kyoung Jun Lee,Jae Kyeong Kim,N
39645,David Colton,Jae Kyeong Kim,N
39646,David Colton,Jae Kyeong Kim,N
39647,David Colton,Jae Kyeong Kim,N
39648,Ralf Möller 0002,Jae Kyu Lee,N
39649,Ralf Möller 0002,Jae Kyu Lee,N
39650,Ralf Möller 0002,Jae Kyu Lee,N
39651,Alessandro Casavola,Jae Kyu Lee,N
39652,Alessandro Casavola,Jae Kyu Lee,N
39653,Alessandro Casavola,Jae Kyu Lee,N
39654,Yiu-ming Cheung,Jae Kyu Lee,N
39655,Yiu-ming Cheung,Jae Kyu Lee,N
39656,Yiu-ming Cheung,Jae Kyu Lee,N
39657,Mitsushige Oda,Jae Soo Yoo,N
39658,Mitsushige Oda,Jae Soo Yoo,N
39659,Mitsushige Oda,Jae Soo Yoo,N
39660,Seth Hutchinson,Jae Soo Yoo,N
39661,Seth Hutchinson,Jae Soo Yoo,N
39662,Seth Hutchinson,Jae Soo Yoo,N
39663,Norio Shiratori,Jae Soo Yoo,N
39664,Norio Shiratori,Jae Soo Yoo,N
39665,Norio Shiratori,Jae Soo Yoo,N
39666,Pablo A. Iglesias,Jae-Hoon Kim 0001,N
39667,Pablo A. Iglesias,Jae-Hoon Kim 0001,N
39668,Pablo A. Iglesias,Jae-Hoon Kim 0001,N
39669,Andrzej Jajszczyk,Jae-Hoon Kim 0001,N
39670,Andrzej Jajszczyk,Jae-Hoon Kim 0001,N
39671,Andrzej Jajszczyk,Jae-Hoon Kim 0001,N
39672,Takashi Takahashi,Jae-Hoon Kim 0001,N
39673,Takashi Takahashi,Jae-Hoon Kim 0001,N
39674,Takashi Takahashi,Jae-Hoon Kim 0001,N
39675,Abhijit S. Pandya,Jae-Nam Lee,N
39676,Abhijit S. Pandya,Jae-Nam Lee,N
39677,Abhijit S. Pandya,Jae-Nam Lee,N
39678,Fausto Giunchiglia,Jae-Nam Lee,N
39679,Fausto Giunchiglia,Jae-Nam Lee,N
39680,Fausto Giunchiglia,Jae-Nam Lee,N
39681,Ravi S. Sandhu,Jaehong Park,N
39682,Ravi S. Sandhu,Jaehong Park,N
39683,Ravi S. Sandhu,Jaehong Park,N
39684,Robert S. Ledley,Jaehong Park,N
39685,Robert S. Ledley,Jaehong Park,N
39686,Robert S. Ledley,Jaehong Park,N
39687,Seongwon Cho,Jaemin Kim,N
39688,Seongwon Cho,Jaemin Kim,N
39689,Seongwon Cho,Jaemin Kim,N
39690,Jeffrey C. Mogul,Jaemin Kim,N
39691,Jeffrey C. Mogul,Jaemin Kim,N
39692,Jeffrey C. Mogul,Jaemin Kim,N
39693,Na Li,Jaeseok Kim,N
39694,Na Li,Jaeseok Kim,N
39695,Na Li,Jaeseok Kim,N
39696,Zhengyou Zhang,Jaeun Lee,N
39697,Zhengyou Zhang,Jaeun Lee,N
39698,Zhengyou Zhang,Jaeun Lee,N
39699,Nigel Ford,Jaeun Lee,N
39700,Nigel Ford,Jaeun Lee,N
39701,Nigel Ford,Jaeun Lee,N
39702,Maarten H. van Emden,Jagath C. Rajapakse,N
39703,Maarten H. van Emden,Jagath C. Rajapakse,N
39704,Maarten H. van Emden,Jagath C. Rajapakse,N
39705,Romeo Ortega,Jagath C. Rajapakse,N
39706,Romeo Ortega,Jagath C. Rajapakse,N
39707,Romeo Ortega,Jagath C. Rajapakse,N
39708,David Horn,Jaideep Srivastava,N
39709,David Horn,Jaideep Srivastava,N
39710,David Horn,Jaideep Srivastava,N
39711,Ingo Wegener,Jaikumar Radhakrishnan,N
39712,Ingo Wegener,Jaikumar Radhakrishnan,N
39713,Ingo Wegener,Jaikumar Radhakrishnan,N
39714,Tom Mens,Jaikumar Radhakrishnan,N
39715,Tom Mens,Jaikumar Radhakrishnan,N
39716,Tom Mens,Jaikumar Radhakrishnan,N
39717,Saleem N. Bhatti,Jaikumar Radhakrishnan,N
39718,Saleem N. Bhatti,Jaikumar Radhakrishnan,N
39719,Saleem N. Bhatti,Jaikumar Radhakrishnan,N
39720,Stephen Marshall,Jaime Muñoz Masqué,N
39721,Stephen Marshall,Jaime Muñoz Masqué,N
39722,Stephen Marshall,Jaime Muñoz Masqué,N
39723,Tim Menzies,Jaime Muñoz Masqué,N
39724,Tim Menzies,Jaime Muñoz Masqué,N
39725,Tim Menzies,Jaime Muñoz Masqué,N
39726,Nobu-Yuki Suzuki,Jaime Muñoz Masqué,N
39727,Nobu-Yuki Suzuki,Jaime Muñoz Masqué,N
39728,Nobu-Yuki Suzuki,Jaime Muñoz Masqué,N
39729,Rob J. van Glabbeek,Jaime Peraire,N
39730,Rob J. van Glabbeek,Jaime Peraire,N
39731,Rob J. van Glabbeek,Jaime Peraire,N
39732,Jean-Philippe Thiran,Jaime Peraire,N
39733,Jean-Philippe Thiran,Jaime Peraire,N
39734,Jean-Philippe Thiran,Jaime Peraire,N
39735,Walter Kellermann,Jaime Peraire,N
39736,Walter Kellermann,Jaime Peraire,N
39737,Walter Kellermann,Jaime Peraire,N
39738,Keigo Watanabe,Jaime Ramírez-Angulo,N
39739,Keigo Watanabe,Jaime Ramírez-Angulo,N
39740,Keigo Watanabe,Jaime Ramírez-Angulo,N
39741,Debasish Dutta,Jaime Ramírez-Angulo,N
39742,Debasish Dutta,Jaime Ramírez-Angulo,N
39743,Debasish Dutta,Jaime Ramírez-Angulo,N
39744,Malgorzata Marek-Sadowska,Jaime Ramírez-Angulo,N
39745,Malgorzata Marek-Sadowska,Jaime Ramírez-Angulo,N
39746,Malgorzata Marek-Sadowska,Jaime Ramírez-Angulo,N
39747,Gloria Bordogna,Jaime Ramírez-Angulo,N
39748,Gloria Bordogna,Jaime Ramírez-Angulo,N
39749,Gloria Bordogna,Jaime Ramírez-Angulo,N
39750,Cecilia Metra,Jaime Ramírez-Angulo,N
39751,Cecilia Metra,Jaime Ramírez-Angulo,N
39752,Cecilia Metra,Jaime Ramírez-Angulo,N
39753,Vicken R. Vorperian,Jaime Ramírez-Angulo,N
39754,Vicken R. Vorperian,Jaime Ramírez-Angulo,N
39755,Vicken R. Vorperian,Jaime Ramírez-Angulo,N
39756,Mahmood R. Azimi-Sadjadi,Jaime Simão Sichman,N
39757,Mahmood R. Azimi-Sadjadi,Jaime Simão Sichman,N
39758,Mahmood R. Azimi-Sadjadi,Jaime Simão Sichman,N
39759,Michael A. Jensen,Jaime Simão Sichman,N
39760,Michael A. Jensen,Jaime Simão Sichman,N
39761,Michael A. Jensen,Jaime Simão Sichman,N
39762,Eugenio Roanes-Lozano,Jake K. Aggarwal,N
39763,Eugenio Roanes-Lozano,Jake K. Aggarwal,N
39764,Eugenio Roanes-Lozano,Jake K. Aggarwal,N
39765,Alison Lee,Jakka Sairamesh,N
39766,Alison Lee,Jakka Sairamesh,N
39767,Alison Lee,Jakka Sairamesh,N
39768,Stuart I. Feldman,Jakka Sairamesh,N
39769,Stuart I. Feldman,Jakka Sairamesh,N
39770,Stuart I. Feldman,Jakka Sairamesh,N
39771,Howard Bowman,Jakka Sairamesh,N
39772,Howard Bowman,Jakka Sairamesh,N
39773,Howard Bowman,Jakka Sairamesh,N
39774,William A. Gruver,James A. Bednar,N
39775,William A. Gruver,James A. Bednar,N
39776,William A. Gruver,James A. Bednar,N
39777,Henry D. I. Abarbanel,James A. Bednar,N
39778,Henry D. I. Abarbanel,James A. Bednar,N
39779,Henry D. I. Abarbanel,James A. Bednar,N
39780,Dario Floreano,James A. Bucklew,N
39781,Dario Floreano,James A. Bucklew,N
39782,Dario Floreano,James A. Bucklew,N
39783,Robert B. Heckendorn,James A. Foster,N
39784,Robert B. Heckendorn,James A. Foster,N
39785,Robert B. Heckendorn,James A. Foster,N
39786,Przemyslaw Prusinkiewicz,James A. Foster,N
39787,Przemyslaw Prusinkiewicz,James A. Foster,N
