source,target,prediction
Klaus Nehring,Lars Juhl Jensen,N
Giorgio Matteo Vitetta,Lars Juhl Jensen,N
Cezar Câmpeanu,Lars Juhl Jensen,P
Pantelis Asvestas,Lars Juhl Jensen,P
Anthony J. Roberts,Lars Juhl Jensen,P
James A. Ritcey,Lars Kai Hansen,P
Serguei Foss,Lars Kai Hansen,P
J. Alison Noble,Lars Kjelldahl,P
Youssoufi Touré,Lars Kjelldahl,P
P. Pete Chong,Lars Kjelldahl,P
R. Srinivasan,Lars Kjelldahl,N
Gen-Huey Chen,Lars Kristiansen,P
Nicholas Mark Gotts,Lars Kristiansen,P
Ying-Hong Wang,Lars Kristiansen,N
Blake Hannaford,Lars Kristiansen,N
Sanjoy Paul,Lars Kristiansen,N
Gregory Piatetsky-Shapiro,Lars Kristiansen,N
Yves Grandvalet,Lars Kristiansen,N
Viljem Zumer,Lars Lundberg,P
Iris Vessey,Lars Lundberg,P
Tommy W. S. Chow,Lars Lundberg,P
Daniel N. Rockmore,Lars Lundberg,N
Neal R. Harvey,Lars Lundberg,P
Kim-Chuan Toh,Lars Lundberg,N
Erik Jan Marinissen,Lars Lundberg,P
Philip N. Judson,Lars Lundberg,N
Peter Axel Nielsen,Lars Mathiassen,P
Paul H. E. Tiesinga,Lars Mathiassen,N
Bao-Liang Lu,Lars Mathiassen,N
Yuan-Cheng Lai,Lars Mathiassen,P
Bruce L. Jacob,Lars Wanhammar,N
Kazushige Terui,Lars Wanhammar,N
Chaitali Chakrabarti,Lars Wanhammar,N
Huyên Pham,Lars Wanhammar,P
Won Kim 0001,Lars Wanhammar,N
Tosiyasu L. Kunii,Lars Wanhammar,P
Maristella Matera,Lars Wanhammar,N
Naohiro Ishii,Lars Wanhammar,N
Avishai Wool,Lars Wanhammar,P
Mohammad Mahdian,Lars-Erik Jonsson,N
Bernard Brogliato,Laszlo Antal Veress,P
Abu B. Sesay,Laszlo Antal Veress,P
Michael Parent,Laszlo Antal Veress,N
Michael Mealling,Laszlo Antal Veress,P
Sylvain Gravier,Laszlo Antal Veress,P
Eduard H. Hovy,Latifur Khan,N
Friedrich Eisenbrand,Latifur Khan,P
Francesco Garibaldo,Lauge Baungaard Rasmussen,P
Radu Iosif,Lauge Baungaard Rasmussen,N
Tapani Hyttinen,Lauge Baungaard Rasmussen,N
Mauro Gallegati,Laura Gardini,N
Ah-Hwee Tan,Laura Gardini,N
Wallapak Tavanapong,Laura Gardini,N
Jong-Lick Lin,Laura Menini,P
Dongman Lee,Laura Menini,P
Luk N. Van Wassenhove,Laura Menini,N
Simeon Warner,Laura Menini,P
Russel E. Caflisch,Laure Blanc-Féraud,P
Guoxiang Gu,Laure Tougne,N
Michael Gleicher,Laure Tougne,N
Tatsushi Ooba,Laure Tougne,P
Shifu Chen,Laure Tougne,N
M. Teresa Ortuño,Laureano F. Escudero,N
Stefano Russo,Laureano F. Escudero,P
Linda Banwell,Laureano F. Escudero,N
Johannes Köbler,Laureano F. Escudero,N
Rumen Andonov,Laureano F. Escudero,P
Kai Wang,Laureano González-Vega,P
Andrew T. Campbell,Laureano González-Vega,P
Minder Chen,Laureano González-Vega,P
Aart van Harten,Laurel A. Clyde,N
Chang N. Zhang,Laurel A. Clyde,P
Michaël A. van Wyk,Laurel A. Clyde,N
Marcel Bergerman,Laurel A. Clyde,P
Chai Kiat Yeo,Laurel A. Clyde,P
Denis Naddef,Laurence A. Wolsey,P
Egon Balas,Laurence A. Wolsey,P
Giovanni Rinaldi,Laurence A. Wolsey,P
Michele Conforti,Laurence A. Wolsey,N
Thomas M. Liebling,Laurence A. Wolsey,N
Russell M. Mersereau,Laurence A. Wolsey,P
Mignon Park,Laurence A. Wolsey,P
Wen-Syan Li,Laurence A. Wolsey,P
Rabah Amir,Laurence B. Milstein,P
Anthony Hunter,Laurence Cholvy,P
Hsien-Kuei Hwang,Laurence Cholvy,P
Moreno Falaschi,Laurence Cholvy,N
Carl-Erik W. Sundberg,Laurence H. Berman,P
Marcin Paprzycki,Laurence Tianruo Yang,P
Richard P. Brent,Laurence Tianruo Yang,N
Sanguthevar Rajasekaran,Laurence Tianruo Yang,P
Xiangzhen Qiao,Laurence Tianruo Yang,N
Xiaohui Shen,Laurence Tianruo Yang,N
Roman Slowinski,Laurence Tianruo Yang,N
Xuemin Lin,Laurence Tianruo Yang,P
Eric Horvitz,Laurence Tianruo Yang,P
Hal A. Kierstead,Laurence Tianruo Yang,P
Jinhong Yuan,Laurence Tianruo Yang,N
Mark Allman,Laurent D. Cohen,N
Alvaro Sandroni,Laurent D. Cohen,N
Chulhee Lee,Laurent D. Cohen,N
Guy Perrière,Laurent Duret,P
Chiranjib Bhattacharyya,Laurent El Ghaoui,N
Harald Schumny,Laurent El Ghaoui,P
Paolo Boldi,Laurent El Ghaoui,P
Philipp Bucher,Laurent Falquet,N
Vojtech Rödl,Laurent Falquet,N
Zeshui Xu,Laurent Falquet,P
Albert Benveniste,Laurent Falquet,P
Stefan Preitl,Laurent Foulloy,P
José Miguel Díaz-Báñez,Laurent Foulloy,P
Elizabeth M. Jewkes,Laurent Foulloy,N
Solomon W. Golomb,Laurent Foulloy,P
Xiang-dong Hou,Laurent Foulloy,P
Bernard Grabot,Laurent Geneste,N
Stefan Felsner,Laurent Geneste,N
Sooyong Kang,Laurent Geneste,P
Yidong Chen,Laurent Geneste,P
Oliver Deussen,Laurent Geneste,P
Bertrand Cottenceau,Laurent Hardouin,N
Mark D. Griffiths,Laurent Hardouin,P
M. Omair Ahmad,Laurent Hardouin,P
Rocco A. Servedio,Laurent Hardouin,N
Thierry Paquet,Laurent Heutte,N
Nancy Kopell,Laurent Heutte,P
Frank P. Kelly,Laurent Massoulié,N
Patrick Th. Eugster,Laurent Massoulié,N
Jan Karel Lenstra,Laurent Massoulié,N
Murat Arcak,Laurent Praly,N
Derek G. Corneil,Laurent Praly,P
Kenichi Hagihara,Laurent Praly,P
Tin Kam Ho,Laurent Praly,P
Hossein Saiedian,Laurent Praly,N
Eric Pinson,Laurent Péridy,N
Claudio S. Pinhanez,Laurent Péridy,P
Nadarajah Sriskanthan,Laurent Vigneron,P
Stanislaw Osowski,Laurent Vigneron,N
Bärbel Schack,Laurent Vigneron,N
Robert Goldblatt,Laurent Wendling,P
Luigi Fratta,Laurent Wendling,P
Lucília Figueiredo,Laurent Wendling,N
Li Zhang 0001,Laurent Wendling,N
Giancarlo Mauri,Laurent Wendling,N
Thomas Rauber,Lauri Hella,N
Dominique Gaïti,Lauri Hella,P
Mark Klein,Lauri Hella,P
John R. Wagner,Lauri Hella,N
Vicki L. Almstrum,Lauri Malmi,N
Wanda Dann,Lauri Malmi,P
Christos Papadopoulos,Lauri Malmi,N
Jun-Ming Xu,Lauri Malmi,P
Matti Karjalainen,Lauri Savioja,P
Rudolf Rabenstein,Lauri Savioja,P
Fuchun Sun,Lauri Savioja,N
Steven Walczak,Lauri Savioja,N
Francesco Scarcello,Lauri Savioja,P
Hyun-Sung Kim,Lauri Savioja,N
Chung-Yee Lee,Laurie A. Williams,N
Vasilios A. Siris,Laurie G. Cuthbert,P
Olivier Finkel,Laurie G. Cuthbert,P
Robert E. Filman,Laurie Issel-Tarver,P
Vladimir Cherkassky,Laurie Issel-Tarver,P
Gianluca Pollastri,Laurie Issel-Tarver,N
Ioannis A. Kakadiaris,Laurie Issel-Tarver,N
John A. Ellis,Laurie Issel-Tarver,P
Eduardo Mario Nebot,Laurie Issel-Tarver,N
Clifford Nass,Lawrence B. Holder,P
Artur Andrzejak,Lawrence B. Holder,P
Martin Kochol,Lawrence B. Holder,P
Kazuo Iwama,Lawrence B. Holder,N
Jean-Philippe Vial,Lawrence Carin,N
C.-C. Jay Kuo,Lawrence Carin,N
Rajeev Alur,Lawrence Chung,P
Alfred Kobsa,Lawrence Chung,P
Reinhard Hehl,Lawrence Chung,P
Nagabhushana Prabhu,Lawrence Chung,N
Jürgen Angele,Lawrence H. Staib,P
Catherine Pelachaud,Lawrence H. Staib,P
Shahram Latifi,Lawrence L. Larmore,N
Liming Liu,Lawrence L. Larmore,P
Ramón Bosque,Lawrence L. Larmore,N
Songde Ma,Lawrence O'Gorman,N
Xiaoou Tang,Lawrence O'Gorman,P
Scott Shenker,Lawrence O'Gorman,N
Ana R. Cavalli,Lawrence O'Gorman,N
Yingmin Jia,Lawrence O'Gorman,P
Michael T. Hallett,Lawrence O'Gorman,N
Eugene Fink,Lawrence O. Hall,N
Michael R. Berthold,Lawrence O. Hall,N
Xiaoqiu Huang 0001,Lawrence O. Hall,N
Edward Tunstel,Lawrence O. Hall,N
Robert C. MacGregor,Lawrence O. Hall,P
Sharad Mehrotra,Lawrence O. Hall,P
Helmut Pottmann,Lawrence O. Hall,P
Wolfgang H. Gerstacker,Lawrence O. Hall,P
Xiuzi Ye,Lawrence O. Hall,P
T. Warren Liao,Lawrence T. Pileggi,N
Kenneth G. Paterson,Lawrence T. Pileggi,N
Abilio Lucena,Lawrence T. Pileggi,N
Eric Dubois 0001,Laxmi N. Bhuyan,P
Terence D. Todd,Laxmi N. Bhuyan,N
Juan J. Nieto,Laxmi N. Bhuyan,P
Hean-Teik Chuah,Laxmi N. Bhuyan,N
Masayoshi Tomizuka,Laxmi N. Bhuyan,P
Gad M. Landau,Laxmi Parida,N
Joel H. Saltz,Laxmi Parida,P
László A. Székely,Laxmi Parida,P
Edward A. Fox,Layne T. Watson,P
Theodore S. Rappaport,Layne T. Watson,P
William H. Tranter,Layne T. Watson,N
Javed A. Aslam,Layne T. Watson,P
Barbara Zitová,Layne T. Watson,P
Huanying Gu,Layne T. Watson,N
Markus Stumptner,Layne T. Watson,N
Cha'o-Kuang Chen,Layne T. Watson,N
Peter Triantafillou,Layne T. Watson,N
Alexandros Kaloxylos,Lazaros F. Merakos,P
Gadi Fibich,Lazaros F. Merakos,N
Dirk Pattinson,Lazaros F. Merakos,P
Jan A. Van Mieghem,Lazaros F. Merakos,P
Frank Plastria,Lazaros F. Merakos,N
Masatoshi Nakamura,Le Thi Hoai An,N
Mauno Vihinen,Le Yi Wang,N
Kuo-Liang Chung,Le Yi Wang,P
Nicholas W. Jankowski,Leah A. Lievrouw,P
Christophe Andrieu,Leah A. Lievrouw,N
James Lam,Leah A. Lievrouw,N
Ren-Cang Li,Leah A. Lievrouw,N
Csanád Imreh,Leah Epstein,P
Joan Boyar,Leah Epstein,P
John Noga,Leah Epstein,N
Kim S. Larsen,Leah Epstein,N
Robert Stevens 0001,Leah Epstein,N
H. Van Dyke Parunak,Leah Epstein,P
Hanan Samet,Leana Golubchik,N
Kostas Zografos,Leandro Pardo,P
Elena Sánchez,Leandro Pardo,P
Bhavani M. Thuraisingham,Leandro Pardo,P
Janan T. Eppig,Leandro Pardo,N
Tao Tang,Leandro Pardo,P
Eni G. Njoku,Leandro Pardo,N
Hua O. Wang,Leandro Pardo,N
Eiji Nakano,Leandro Pardo,N
Antonio Zamora 0001,Leandro Tortosa,P
Olivier Esser,Leandro Tortosa,P
Marcel Staroswiecki,Leandro Tortosa,N
Michael O. Ball,Leandros Tassiulas,N
Nicholas D. Sidiropoulos,Leandros Tassiulas,N
Valeria Simoncini,Leang-San Shieh,P
Jean-Baptiste Poline,Leang-San Shieh,P
Martyn Edwards,Lech Józwiak,N
Marcus A. Maloof,Lech Józwiak,N
Antônio C. Roque-da-Silva,Lech Józwiak,N
Hans-Dieter Lüke,Lech Józwiak,N
Guoyin Wang,Lech Polkowski,N
Tsau Young Lin,Lech Polkowski,N
David W. Murray,Lech Polkowski,N
Erich Ortner,Lech Polkowski,N
Michael N. Vrahatis,Lech Polkowski,P
Mary Jean Harrold,Lee H. Keel,P
Maarten de Rijke,Lee H. Keel,P
Marie-Paule Cani,Lee M. Garth,P
Martin C. Rinard,Lee M. Garth,N
Evelina Lamma,Lee M. Garth,P
Karl G. Kempf,Lee M. Garth,N
Mike Paterson,Lee-Chae Jang,P
Robert van Rooy,Lee-Chae Jang,P
Shoji Tanaka,Lee-Chae Jang,P
Judy G. Ozbolt,Lee-Chae Jang,N
Jeremy Roschelle,Lee-Feng Chien,N
Stephen A. Gourley,Lee-Feng Chien,N
Alain Vande Wouwer,Lee-Ming Cheng,N
Franz Aurenhammer,Lee-Sup Kim,N
Ramesh Karri,Lee-Sup Kim,P
Philippe Loubaton,Lee-Sup Kim,P
Sven Oliver Krumke,Leen Stougie,N
Gordon L. Stüber,Leen Stougie,N
Ari Paasio,Leen Stougie,N
Valdis Berzins,Leen Stougie,P
Q. M. Jonathan Wu,Leen Stougie,N
Francisco Javier López-Fraguas,Leen Stougie,N
Bernard F. Buxton,Leen Stougie,N
Roger L. Hayen,Leendert W. N. van der Torre,P
Stephen J. Roberts,Leendert W. N. van der Torre,P
Edward W. Knightly,Leendert W. N. van der Torre,P
Andreas S. Pombortsis,Lefteris Angelis,P
Ioannis Stamelos,Lefteris Angelis,N
Martin J. Shepperd,Lefteris Angelis,P
Jaco van de Pol,Lefteris Angelis,P
Amir Pnueli,Lefteris Angelis,N
Luc Moreau 0002,Lefteris Angelis,N
Wolfgang Dahmen,Lefteris M. Kirousis,P
Wolfgang Rosenstiel,Lefteris M. Kirousis,P
Min Xu,Lei He 0001,P
Peter M. Athanas,Lei He 0001,N
Kouhei Ohnishi,Lei He 0001,P
Gang Yu,Lei He 0001,N
Wendy L. Currie,Lei He 0001,N
Xilin Chen,Lei He 0001,P
Jian Chu,Lei Huang,N
Ephraim Korach,Lei Huang,P
Mingyue Ding,Lei Li,N
Nur A. Touba,Lei Li,N
Heiko Ludwig,Lei Li,P
K. S. Chaudhuri,Lei Li,N
Guangyou Xu,Lei Wang,P
Andrzej Cichocki,Lei Xu 0001,P
Jinwen Ma,Lei Xu 0001,P
José Carlos Príncipe,Lei Xu 0001,N
Yiu-ming Cheung,Lei Xu 0001,N
Wojciech Pieczynski,Lei Xu 0001,N
Juncheng Wei,Lei Xu 0001,P
Jeffrey Xu Yu,Lei Xu 0001,P
Stefano Lucidi,Lei Xu 0001,N
Jay Lee,Lei Zhang,P
Kai-Yuan Cai,Lei Zhang,N
Victor Callaghan,Lei Zhang,N
Michael D. Plummer,Lei Zhang,P
Xiaoming Li,Lei Zhang,P
Ronald Fedkiw,Lei Zhang,N
Fangzhen Lin,Lei Zhang,P
Daniel Berg,Lei Zhang,N
Valery A. Ugrinovskii,Lei Zhang,N
Nicolás Marín,Lei Zhang,N
Graeme G. Shanks,Lei Zhang,P
Richard Jones,Lei Zhang,N
Paul Bao,Lei Zhang 0006,N
Xiaolin Wu 0001,Lei Zhang 0006,P
Susan M. Dray,Lei Zhang 0006,P
Yu-Dong Yao,Lei Zhou,N
Martin Müller 0003,Lei Zhou,P
Paolo Fiorini,Lei-da Chen,N
David Horn,Lei-da Chen,N
Mario Botsch,Leif Kobbelt,P
Markus H. Gross,Leif Kobbelt,P
Philippe Wenger,Leif Kobbelt,N
Zhi-Zhong Chen,Leif Kobbelt,P
Paolo Cignoni,Leila De Floriani,N
Luk N. Van Wassenhove,Leila De Floriani,P
Guoping Qiu,Leila De Floriani,P
John A. Smolin,Leila De Floriani,P
Bertrand Zavidovique,Leila De Floriani,N
Susanne Bødker,Lemin Li,N
Shengyuan Xu,Lemont B. Kier,N
Joost N. Kok,Lemont B. Kier,P
Alberto Bemporad,Lennart Ljung,N
John Carlo Bertot,Lenore Cowen,N
Immanuel M. Bomze,Lenore Cowen,N
Agostino Cortesi,Lenore D. Zuck,N
Joshua D. Guttman,Lenore D. Zuck,P
William L. Anderson,Lenore D. Zuck,N
Israel Korn,Lenore D. Zuck,N
Vladimir Shpilrain,Lenore D. Zuck,P
Francesca Guerriero,Leo Dorst,P
Eugene P. Ryan,Leo Egghe,P
Kam-Wing Ng,Leo Egghe,N
Christos A. Athanasiadis,Leo G. Kroon,N
Jie Luo 0001,Leo G. Kroon,N
Harro M. G. Stokman,Leo G. Kroon,N
Fabio M. Chiussi,Leo G. Kroon,P
Roelof K. Brouwer,Leo G. Kroon,P
Fadil Santosa,Leo G. Kroon,N
Erik Stensrud,Leo Joskowicz,P
Jeremy Kepner,Leo Joskowicz,P
Vadim Bulitko,Leo Joskowicz,N
Larry J. Stockmeyer,Leo Joskowicz,N
Nicholas W. Jankowski,Leo Joskowicz,N
Renu C. Laskar,Leo Joskowicz,P
Ricardo H. Nochetto,Leo Joskowicz,N
Constantinos C. Pantelides,Leo Liberti,P
Mark Billinghurst,Leo Liberti,P
Suresh Venkatasubramanian,Leo Liberti,N
Jayme Luiz Szwarcfiter,Leo Liberti,N
Tadashi Matsumoto 0001,Leo Liberti,N
Colin Atkinson 0001,Leo Liberti,N
Gwan-Hwan Hwang,Leo Liberti,N
Stephen C. Hayne,Leo R. Vijayasarathy,P
Tseng-Kuei Li,Leo R. Vijayasarathy,P
Alberto Del Fra,Leo Storme,P
Dieter Jungnickel,Leo Storme,N
Matthew R. Brown,Leo Storme,P
Kimberly A. Neuendorf,Leo W. Jeffres,P
Paul Gray,Leo W. Jeffres,N
Christian Krattenthaler,Leo W. Jeffres,P
Ravi Bapna,Leon Cohen,P
Madhu Sudan,Leon Cohen,N
Young-Hwan You,Leon Crosby,N
Concettina Guerra,Leon Crosby,N
Nico Karssemeijer,Leon Crosby,N
Tim Bergin,Leon Crosby,N
Yu-Ping Tian,Leon O. Chua,N
András Kocsor,Leon O. Chua,P
António Pacheco,Leon O. Chua,P
Maurizio Martelli,Leon Sterling,P
Reinhard Pichler,Leon Sterling,P
Tongxiang Gu,Leon Sterling,P
Amnon Ta-Shma,Leonard J. Schulman,N
Avi Wigderson,Leonard J. Schulman,P
Per Runeson,Leonard J. Schulman,P
S. Kim,Leonard M. Jessup,P
K. K. Aggarwal,Leonard M. Jessup,N
Dimitris Achlioptas,Leonardo Maria Reyneri,N
Jing Zhu,Leonardo Maria Reyneri,N
Arndt Bode,Leonardo Maria Reyneri,N
Kang Zhang,Leonid E. Shaikhet,P
Takashi Tsuchiya,Leonid Faybusovich,N
Bernard Moulin,Leonid Faybusovich,N
Tarek S. Abdelrahman,Leonid Faybusovich,N
Xia Hong 0001,Leonid Faybusovich,N
Kyriakos Keremedis,Leonid Faybusovich,P
Woei Wan Tan,Leonid Faybusovich,P
Zhuojun Liu,Leonid Faybusovich,N
Adolfy Hoisie,Leonid Gurvits,P
Fabrizio Petrini,Leonid Gurvits,P
Rob M. Heethaar,Leonid Gurvits,N
David H. Albonesi,Leonid Gurvits,N
Jeff Kramer,Leonid Khachiyan,P
Luc Segoufin,Leonid Libkin,P
Marcelo Arenas,Leonid Libkin,P
Martin Grohe,Leonid Libkin,N
Thomas Schwentick,Leonid Libkin,P
Vesa Välimäki,Leonid Libkin,N
Kevin O'Neill,Leonid Libkin,N
Juan Julián Merelo Guervós,Leonid Libkin,N
Attila Gürsoy,Leonid Libkin,N
Gilead Tadmor,Leonid Mirkin,P
Philippe Cinquin,Leonid Mirkin,N
Adam D. Smith,Leonid Reyzin,N
Gene Itkis,Leonid Reyzin,N
Charles P. Friedman,Leonid Reyzin,P
Karl Reiner Lang,Leonid Reyzin,P
Stefano Ceri,Leonid Reyzin,N
Dennis F. Galletta,Leonid Reyzin,N
Alexander V. Smirnov,Leonid Sheremetov,N
Manuel Romero Salcedo,Leonid Sheremetov,P
San-Yih Hwang,Leonid Sheremetov,N
Paul LaFollette,Leonid Sheremetov,P
Federico Fariña,Leonid Sheremetov,N
Thomas M. Liebling,Leonid Sheremetov,N
Mauro Ursino,Leonid Sheremetov,N
Dirk C. Mattfeld,Leonid V. Tsap,P
Chung-Wook Roh,Leonid V. Tsap,N
X. Zhang,Leonid V. Tsap,N
Michel Grabisch,Leonid V. Tsap,P
Caro Lucas,Leonid V. Tsap,N
Christophe De Vleeschouwer,Leonid V. Tsap,P
Guojun Wang,Leonid V. Tsap,P
Giorgio Ventre,Leonidas Georgiadis,P
Julien Basch,Leonidas J. Guibas,P
Li Zhang 0001,Leonidas J. Guibas,N
John Noga,Leonidas J. Guibas,N
Stefano Stramigioli,Leonidas J. Guibas,P
Min Xu,Leonidas J. Guibas,P
Dengfeng Li,Leonidas J. Guibas,P
Brian E. Carpenter,Leonidas J. Guibas,P
Terence D. Todd,Leonidas Palios,N
L. Ganesan,Leonidas Palios,P
Ya-Qin Zhang,Leonidas Palios,N
Gailius Raskinis,Leopoldo Angrisani,N
Arun K. Pujari,Leopoldo Angrisani,N
Xin Yao 0001,Leopoldo Angrisani,N
Gian Mario Maggio,Leopoldo Angrisani,P
Li Pheng Khoo,Leopoldo Angrisani,N
Srinagesh Gavirneni,Leopoldo Angrisani,N
Camilla Schwind,Leopoldo E. Bertossi,N
Jan Chomicki,Leopoldo E. Bertossi,N
Marcelo Arenas,Leopoldo E. Bertossi,P
Xin He,Leopoldo E. Bertossi,N
Sivarama P. Dandamudi,Leopoldo E. Bertossi,P
Guoliang Chen 0001,Leopoldo E. Bertossi,P
John A. Morrison,Leopoldo E. Bertossi,P
John Hershberger 0001,Leopoldo E. Bertossi,P
Pak Yoong,Leroy Quet,P
Weiyin Ma,Les A. Piegl,P
Carlo H. Séquin,Les A. Piegl,N
Salvatore J. Stolfo,Les A. Piegl,P
Anita Schöbel,Les R. Foulds,P
Gianluca Piccinini,Leslaw K. Bieniasz,P
George D. Stamoulis,Leslaw K. Bieniasz,P
Peter A. Bath,Leslaw K. Bieniasz,P
Petra Berenbrink,Leslie Ann Goldberg,P
Juan Manuel Peña,Leslie Ann Goldberg,P
Antonio Sedeño-Noda,Leslie Ann Goldberg,N
Jörg Desel,Leslie D. Servi,P
Sergio Martinoia,Leslie Lamport,P
Arye Nehorai,Leslie Lamport,P
Young Bae Jun,Leslie Lamport,P
Dominic K. C. Ho,Leslie M. Collins,N
Paul D. Gader,Leslie M. Collins,N
Jarkko Kari,Leslie M. Collins,P
David F. Feeny,Leslie P. Willcocks,N
Thomas Rauber,Leslie P. Willcocks,N
Peter K. Willett,Leslie P. Willcocks,P
Ivo Babuska,Leszek F. Demkowicz,P
David Walker,Leszek F. Demkowicz,P
Vilém Novák,Leszek F. Demkowicz,N
Dimitrios M. Thilikos,Leszek F. Demkowicz,N
Juan Antonio Ortega,Leszek Gasieniec,N
João Meidanis,Leszek Gasieniec,N
Mohamed Haouari,Leszek Konieczny,P
Stefano Basagni,Leszek Konieczny,N
Jean-François Mangin,Leszek Konieczny,P
Johan Schubert,Leszek Konieczny,N
Giacomo Morabito,Leszek Rutkowski,P
Hui Li,Leszek Rutkowski,N
Mahesh K. Varanasi,Leszek Rutkowski,N
William B. Rouse,Leszek Rutkowski,P
Adam Godzik,Leszek Rychlewski,N
Chenna Ramu,Leszek Rychlewski,P
Janusz M. Bujnicki,Leszek Rychlewski,P
Peer Bork,Leszek Rychlewski,N
Toby J. Gibson,Leszek Rychlewski,P
Stanley C. Ahalt,Leszek Rychlewski,P
Randy Bush,Leszek Rychlewski,N
Jens B. Schmitt,Leszek Rychlewski,N
Stephen H. Unger,Letizia Leonardi,P
Naren Ramakrishnan,Letizia Tanca,N
Ori Haimanko,Letizia Tanca,P
Albert Burger,Leung Tsang,N
Jacob Savir,Leung Tsang,P
Jean-Marie Bilbault,Leung Tsang,N
Anders Björner,Leung Tsang,P
Tak-Wai Chan,Leung Tsang,P
Winfried Lamersdorf,Lev D. Beklemishev,P
Ti-Chung Lee,Lev D. Beklemishev,P
Jiang Hu,Lev V. Utkin,N
Jean-Pierre Hubaux,Levente Buttyán,P
Bernard Moulin,Levente Buttyán,P
Simon R. Arridge,Levente Buttyán,P
András Sárközy,Levon H. Khachatrian,N
Evangelos Kranakis,Levon H. Khachatrian,P
Christoph Schwindt,Levon H. Khachatrian,P
Roberto Gorrieri,Levon H. Khachatrian,P
Pierre Duhamel,Levon H. Khachatrian,P
Selim G. Akl,Lewis M. Mackenzie,N
Tsorng-Lin Chia,Lewis M. Mackenzie,P
Richard R. Brooks,Lewis M. Mackenzie,N
Byung Suk Lee,Li Chen,N
Guoliang Xue,Li Chen,N
Jian Pei,Li Chen,N
Jiong Yang,Li Chen,P
Wei Wang 0010,Li Chen,N
Yi Zhao,Li Chen,N
Tamás Terlaky,Li Chen,P
G. David Forney Jr.,Li Chen,N
Li Layuan,Li Chunlin,N
Kwyro Lee,Li Chunlin,N
Dries Vermeulen,Li Chunlin,P
G. R. J. Cooper,Li Deng,P
Jürgen Stausberg,Li Deng,P
Cong Ling 0001,Li Deng,P
Ventzeslav Valev,Li Deng,P
Jeff Z. Ma,Li Deng 0001,N
Bing Lu,Li Deng 0001,P
Claudio Bettini,Li Deng 0001,P
Erfang Shan,Li Deng 0001,P
Aviel D. Rubin,Li Gong,P
Joshua D. Guttman,Li Gong,N
Simon S. Y. Shim,Li Gong,N
Edgar Sánchez-Sinencio,Li Gong,P
Bijoy K. Ghosh,Li Gong,N
Arif Ghafoor,Li Gong,P
Lai Lai Tung,Li Gong,P
Paul A. Strooper,Li Gong,N
Mary Ann Tuli,Li Layuan,P
Gang Wu,Li Layuan,N
Mariko Hagita,Li Layuan,P
Paul S. Chang,Li Li,P
Wei Ren,Li Li,P
Peter M. Will,Li Li,N
Yongsoon Eun,Li Li,N
John H. Reif,Li Li,N
Gilles Dowek,Li Li,N
Guoliang Chen 0001,Li Lin,P
Philipos C. Loizou,Li Lin,P
SuKyoung Lee,Li Lin,P
Tao Jiang 0001,Li Lin,P
Antonio Cossidente,Li Lin,P
Martin Anthony,Li Lin,N
Yasuo Kuniyoshi,Li Lin,N
Baile Shi,Li Liu,N
Chenzhong Cao,Li Liu,P
Geert Leus,Li Liu,P
Shu Beng Tor,Li Pheng Khoo,P
Stephen Siang Guan Lee,Li Pheng Khoo,N
Guisheng Liao,Li Ping 0001,N
Hing-Cheung So,Li Ping 0001,P
Xiao Ma,Li Ping 0001,P
Juite Wang,Li Ping 0001,P
Ben Lee,Li Ping 0001,N
John B. Anderson,Li Ping 0001,N
Zhi Ding 0001,Li Qiu,N
Marko M. Mäkelä,Li Qiu,P
Götz Trenkler,Li Qiu,N
John J. Cannon,Li Sheng 0001,P
Lynda B. M. Ellis,Li Sheng 0001,P
Artur Andrzejak,Li Xiao 0001,P
Lionel M. Ni,Li Xiao 0001,N
Xiaodong Zhang 0001,Li Xiao 0001,N
Mansour Al-Zanaidi,Li Xiao 0001,P
Ingo Schiermeyer,Li Xiao 0001,N
Barrett R. Bryant,Li Yang,N
Nam Ling,Li Yang,N
Huanying Gu,Li Zhang,N
Michael Halper,Li Zhang,P
Yehoshua Perl,Li Zhang,N
Wolfgang Banzhaf,Li Zhang,P
Bernardo A. Huberman,Li Zhang 0001,P
John Hershberger 0001,Li Zhang 0001,P
Julien Basch,Li Zhang 0001,N
Piotr Indyk,Li Zhang 0001,N
Tamara Munzner,Li Zhang 0001,N
Yunhong Zhou,Li Zhang 0001,P
Shyi-Chyi Cheng,Li Zhang 0001,P
Susanne E. Hambrusch,Li Zhang 0001,P
Hiok Chai Quek,Li Zhang 0001,N
Tak-Wai Chan,Li Zhang 0001,P
Kwang-Ting Cheng,Li-C. Wang,N
Kwang-Ting (Tim) Cheng,Li-C. Wang,N
Venkat Venkatasubramanian,Li-C. Wang,P
Rüdiger Dillmann,Li-C. Wang,N
Ming-Tat Ko,Li-C. Wang,P
Nada Golmie,Li-Chun Wang,N
Richard A. Volz,Li-Chun Wang,N
Andreja Tepavcevic,Li-Chun Wang,P
Thierry Bosch,Li-Chun Wang,P
V. S. Subrahmanian,Li-Chun Wang,N
Ko-Wei Lih,Li-Da Tong,N
Sheng-Chyang Liaw,Li-Da Tong,P
Giorgio Taricco,Li-Da Tong,N
Manuel Alfonseca,Li-Da Tong,N
M. J. D. Powell,Li-Da Tong,P
David L. Pepyne,Li-Da Tong,P
Sven Koenig,Li-Da Tong,N
Farokh B. Bastani,Li-Da Tong,P
