author,id_article,year
Glen Zorn,journals/rfc/rfc3079,2001
Glenn W. Parsons,journals/rfc/rfc3302,2002
James Rafferty,journals/rfc/rfc3302,2002
Mike Gahrns,journals/rfc/rfc3348,2002
Russell Housley,journals/rfc/rfc3369,2002
Mike Daniele,journals/rfc/rfc3419,2002
Jürgen Schönwälder,journals/rfc/rfc3419,2002
Marshall T. Rose,journals/rfc/rfc3080,2001
Russell Housley,journals/rfc/rfc3370,2002
Robert J. Zuccherato,journals/rfc/rfc3163,2001
Magnus Nyström,journals/rfc/rfc3163,2001
Michael Mealling,journals/rfc/rfc3061,2001
Harald Tveit Alvestrand,journals/rfc/rfc3066,2001
Wai Sum Lai,journals/rfc/rfc3386,2002
Roger G. Kermode,journals/rfc/rfc3269,2002
Lorenzo Vicisano,journals/rfc/rfc3269,2002
Eric C. Rosen,journals/rfc/rfc3032,2001
Yakov Rekhter,journals/rfc/rfc3032,2001
Dino Farinacci,journals/rfc/rfc3032,2001
Tony Li,journals/rfc/rfc3032,2001
Alex Conta,journals/rfc/rfc3032,2001
Kenneth Preiss,journals/ijmtm/VeksteinP02,2002
Jürgen Dorn,journals/ijmtm/Dorn01,2001
Kanji Ueda,journals/ijmtm/RashidUH01,2001
Itsuo Hatono,journals/ijmtm/RashidUH01,2001
David C. Yen,journals/ijmtm/TarnRYX02,2002
Biren Prasad,journals/ijmtm/Prasad01,2001
A. Gunasekaran,journals/ijmtm/GunasekaranOY01,2001
Peter E. D. Love,journals/ijmtm/MandalLG02a,2002
Uday M. Apte,journals/ijmtm/ApteV02,2002
Henry C. W. Lau,journals/ijmtm/IpLC01,2001
Peter E. D. Love,journals/ijmtm/MandalLG02,2002
Amrik S. Sohal,journals/ijmtm/SohalS02,2002
Ashley D. Lloyd,journals/ijmtm/SmartBML02,2002
Anil Mital,journals/ijmtm/MitalP02a,2002
Joseph Sarkis,journals/ijmtm/AgarwalS01,2001
Anil Mital,journals/ijmtm/MitalP02,2002
Werner Kuich,journals/ita/KuichS01,2001
Norbert Sauer,journals/ita/KuichS01,2001
Luca Aceto,journals/ita/AcetoEI02,2002
Zoltán Ésik,journals/ita/AcetoEI02,2002
Anna Ingólfsdóttir,journals/ita/AcetoEI02,2002
Carlo Mereghetti,journals/ita/MereghettiPP01,2001
Giovanni Pighizzini,journals/ita/MereghettiPP01,2001
Jacques Justin,journals/ita/JustinP02,2002
Giuseppe Pirillo,journals/ita/JustinP02,2002
Karim Nour,journals/ita/FarkhN01,2001
Mark Levene,journals/ita/LeveneL01,2001
George Loizou,journals/ita/LeveneL01,2001
Julien Cassaigne,journals/ita/CassaigneKM01,2001
Juhani Karhumäki,journals/ita/CassaigneKM01,2001
Igor Walukiewicz,journals/ita/BernetJW02,2002
Arturo Carpi,journals/ita/CarpiL02a,2002
Aldo de Luca,journals/ita/CarpiL02a,2002
George I. Davida,journals/ita/ChiuDL01,2001
Bruce E. Litow,journals/ita/ChiuDL01,2001
Pavel Goralcik,journals/ita/AbdulrabGM01,2001
Nicoletta Sabadini,journals/ita/KatisSW02,2002
Robert F. C. Walters,journals/ita/KatisSW02,2002
Jan Johannsen,journals/ita/Johannsen01,2001
Bart Jacobs 0001,journals/ita/Jacobs01,2001
Juha Kortelainen,journals/ita/HolubK01,2001
Beate Bollig,journals/ita/Bollig01,2001
Alberto Bertoni,journals/ita/BertoniGS01,2001
Massimiliano Goldwurm,journals/ita/BertoniGS01,2001
Patrizio Cintioli,journals/ita/CintioliS01,2001
Riccardo Silvestri,journals/ita/CintioliS01,2001
Tero Harju,journals/ita/HarjuN02,2002
Karim Nour,journals/ita/Nour01,2001
Symeon Bozapalidis,journals/ita/BozapalidisL02,2002
Salvatore La Torre,journals/ita/TorreN01,2001
Margherita Napoli,journals/ita/TorreN01,2001
Carlo Mereghetti,journals/ita/MereghettiP02,2002
Rémi Gilleron,journals/ita/DenisG01,2001
Alexandru Mateescu,journals/ita/MateescuSSY01,2001
Arto Salomaa,journals/ita/MateescuSSY01,2001
Kai Salomaa,journals/ita/MateescuSSY01,2001
Sheng Yu,journals/ita/MateescuSSY01,2001
John Launchbury,journals/ita/ErkokLM02,2002
Filippo Mignosi,journals/ita/MignosiZ02,2002
Michele Zito,journals/ita/Zito02,2002
Jean-Eric Pin,journals/ita/PinW01,2001
Pascal Weil,journals/ita/PinW01,2001
Jean Berstel,journals/ita/Berstel01,2001
Markus E. Nebel,journals/ita/BourdonNV01,2001
Brigitte Vallée,journals/ita/BourdonNV01,2001
Victor L. Selivanov,journals/ita/Selivanov02,2002
Filippo Mignosi,journals/ita/MignosiRS01,2001
Antonio Restivo,journals/ita/MignosiRS01,2001
Arturo Carpi,journals/ita/CarpiM01,2001
Joanna Jedrzejowicz,journals/ita/JedrzejowiczS01,2001
Andrzej Szepietowski,journals/ita/JedrzejowiczS01,2001
Erik Poll,journals/ita/Poll01,2001
Kenichi Morita,journals/ita/MoritaI01,2001
Katsunobu Imai,journals/ita/MoritaI01,2001
Stephan Waack,journals/ita/BrosenneHW02,2002
Olivier Carton,journals/ita/CartonC01,2001
Christian Choffrut,journals/ita/CartonC01,2001
Arturo Carpi,journals/ita/CarpiL02,2002
Aldo de Luca,journals/ita/CarpiL02,2002
Christiane Frougny,journals/ita/Frougny02,2002
Vincent T. Y. Ng,journals/cera/ChanN02,2002
Mitchell M. Tseng,journals/cera/DuJT01,2001
Xiaoqing Frank Liu,journals/cera/LiuNZ01,2001
Jae-Won Lee,journals/cera/ChoL01,2001
Jerry Y. H. Fuh,journals/cera/JiaFNZ02,2002
Andrew Y. C. Nee,journals/cera/JiaFNZ02,2002
Jae Yeol Lee,journals/cera/LeeKK01,2001
Kwangsoo Kim,journals/cera/LeeKK01,2001
Hong Va Leong,journals/cera/ChanLN01,2001
Vincent T. Y. Ng,journals/cera/ChanLN01,2001
Yan Jin,journals/cera/DaneshJ01,2001
Peter O'Grady,journals/cera/LiangO02,2002
Joze Duhovnik,journals/cera/DuhovnikSDP01,2001
Biren Prasad,journals/cera/DuhovnikSDP01,2001
Peter O'Grady,journals/cera/WuBO01,2001
Mitchell M. Tseng,journals/cera/DuJT02,2002
Vincent T. Y. Ng,journals/cera/ChanLNC01,2001
Chun-Hsien Chen,journals/cera/ChenKY02,2002
Zheng Wang,journals/cera/YanWJ02,2002
Hong Va Leong,journals/cera/LeongHL01,2001
Wai Lam,journals/cera/LeongHL01,2001
Peihua Gu,journals/cera/SandGW02,2002
K. R. Subramanian,journals/cera/NgTSTKL02,2002
Shu Beng Tor,journals/cera/NgTSTKL02,2002
Jonathan R. Corney,journals/cera/ReaCCPBM02,2002
George Q. Huang,journals/cera/HuangM02,2002
Kai-Ling Mak,journals/cera/HuangM02,2002
Xiaohua Jia,journals/cera/LaiLJT01,2001
Li Lin,journals/cera/ChenL02,2002
Peter Wolcott,journals/jais/WolcottPMGF01,2001
Larry Press,journals/jais/WolcottPMGF01,2001
William K. McHenry,journals/jais/WolcottPMGF01,2001
Seymour E. Goodman,journals/jais/WolcottPMGF01,2001
William Foster,journals/jais/WolcottPMGF01,2001
Varun Grover,journals/jais/GroverTF02,2002
James T. C. Teng,journals/jais/GroverTF02,2002
Kirk D. Fiedler,journals/jais/GroverTF02,2002
Detmar W. Straub,journals/jais/CecilCCS02,2002
Raymond R. Panko,journals/jais/PankoJ01,2001
J. P. Shim,journals/jais/ShimSN02,2002
Allen S. Lee,journals/jais/SarkerL01,2001
Richard T. Watson,journals/jais/GeisslerZW01,2001
David Gefen,journals/jais/Gefen02,2002
Dov Te'eni,journals/jais/TeeniF01,2001
James J. Jiang,journals/jais/JiangSK01,2001
Morgan M. Shepherd,journals/jais/JiangSK01,2001
Gary Klein 0001,journals/jais/JiangSK01,2001
John Edwards,journals/aamas/PapaioannouE01,2001
Norman I. Badler,journals/aamas/Chopra-KhullarB01,2001
Henry Lieberman,journals/aamas/LiebermanNW01,2001
Bonnie A. Nardi,journals/aamas/LiebermanNW01,2001
Jörg P. Müller,journals/aamas/MullerB01,2001
Onn Shehory,journals/aamas/Shehory02,2002
Filippo Menczer,journals/aamas/PantM02,2002
Jiming Liu 0001,journals/aamas/LiuQ02,2002
Hong Qin,journals/aamas/LiuQ02,2002
Raju Pandey,journals/aamas/LalP02,2002
Luís Moura Silva,journals/aamas/MarquesSS02,2002
João Gabriel Silva,journals/aamas/MarquesSS02,2002
Gerald Tesauro,journals/aamas/TesauroK02,2002
Jeffrey O. Kephart,journals/aamas/TesauroK02,2002
Katia P. Sycara,journals/aamas/SycaraWKL02,2002
Matthias Klusch,journals/aamas/SycaraWKL02,2002
Jianguo Lu,journals/aamas/SycaraWKL02,2002
Thomas Malsch,journals/aamas/Malsch01,2001
Moshe Tennenholtz,journals/aamas/BergmanT02,2002
José M. Vidal,journals/aamas/Vidal01,2001
Danny B. Lange,journals/aamas/Lange01,2001
Andrea Omicini,journals/aamas/DentiO01,2001
Simon Parsons,journals/aamas/ParsonsW02,2002
Michael Wooldridge,journals/aamas/ParsonsW02,2002
Jérôme Lang,journals/aamas/LangTW02,2002
Leendert W. N. van der Torre,journals/aamas/LangTW02,2002
Ion Muslea,journals/aamas/MusleaMK01,2001
Steven Minton,journals/aamas/MusleaMK01,2001
Craig A. Knoblock,journals/aamas/MusleaMK01,2001
Gian Pietro Picco,journals/aamas/MurphyP02,2002
Dejan S. Milojicic,journals/aamas/MilojicicABCGJLT02,2002
Gul Agha,journals/aamas/MilojicicABCGJLT02,2002
Adam Cheyer,journals/aamas/CheyerM01,2001
Paul E. Lehner,journals/aamas/VaneL02,2002
Sarit Kraus,journals/aamas/Azoulay-SchwartzK02,2002
Katia P. Sycara,journals/aamas/Sycara01,2001
Danny B. Lange,journals/aamas/Lange02,2002
Tarek F. Abdelzaher,journals/aamas/AtkinsASD01,2001
Kang G. Shin,journals/aamas/AtkinsASD01,2001
Edmund H. Durfee,journals/aamas/AtkinsASD01,2001
Daniel Borrajo,journals/aamas/CamachoBM01,2001
José M. Molina,journals/aamas/CamachoBM01,2001
Wynn C. Stirling,journals/aamas/StirlingGP02,2002
Michael A. Goodrich,journals/aamas/StirlingGP02,2002
Michael J. Pazzani,journals/aamas/PazzaniB02,2002
Daniel Billsus,journals/aamas/PazzaniB02,2002
Piotr J. Gmytrasiewicz,journals/aamas/GmytrasiewiczD01,2001
Edmund H. Durfee,journals/aamas/GmytrasiewiczD01,2001
Charles L. Ortiz Jr.,journals/aamas/OrtizG02,2002
Barbara J. Grosz,journals/aamas/OrtizG02,2002
Michael Beetz,journals/aamas/Beetz01,2001
James R. McDonald,journals/aamas/ManginaMM01,2001
Jeffrey O. Kephart,journals/aamas/KephartG02,2002
Stacy Marsella,journals/aamas/MarsellaTAAKM01,2001
Milind Tambe,journals/aamas/MarsellaTAAKM01,2001
Jafar Adibi,journals/aamas/MarsellaTAAKM01,2001
Gal A. Kaminka,journals/aamas/MarsellaTAAKM01,2001
Ion Muslea,journals/aamas/MarsellaTAAKM01,2001
Larry M. Stephens,journals/aamas/Stephens01,2001
Onn Shehory,journals/aamas/Shehory01,2001
Chris Baber,journals/ijhci/Baber01,2001
Holger Luczak,journals/ijhci/Luczak02,2002
Douglas J. Gillan,journals/ijhci/GillanB01,2001
James R. Lewis,journals/ijhci/Lewis02,2002
Charles K. Crook,journals/ijhci/CrookB01,2001
Holger Luczak,journals/ijhci/WolfFSL02,2002
Gavriel Salvendy,journals/ijhci/ProctorVS02,2002
Peter J. Thomas 0002,journals/ijhci/ThomasG01,2001
Hans-Werner Gellersen,journals/ijhci/ThomasG01,2001
Mark T. Maybury,journals/ijhci/MayburyDH02,2002
Jennifer C. Lai,journals/ijhci/LaiMVWL02,2002
Arne Aarås,journals/ijhci/AarasDRT01,2001
Marvin J. Dainoff,journals/ijhci/AarasDRT01,2001
Ola Ro,journals/ijhci/AarasDRT01,2001
John Karat,journals/ijhci/KaratKVPRC02,2002
Claudio S. Pinhanez,journals/ijhci/KaratKVPRC02,2002
Doug Riecken,journals/ijhci/KaratKVPRC02,2002
Atsuo Murata,journals/ijhci/MurataUOT01,2001
Hans-Jörg Bullinger,journals/ijhci/BullingerZB02,2002
Marc Hassenzahl,journals/ijhci/Hassenzahl01,2001
James R. Lewis,journals/ijhci/Lewis01a,2001
Geri Gay,journals/ijhci/GaySGH01,2001
H. Rex Hartson,journals/ijhci/HartsonAW01,2001
Robert C. Williges,journals/ijhci/HartsonAW01,2001
Hunter G. Hoffman,journals/ijhci/HoffmanPCNMGF01,2001
Azucena Garcia-Palacios,journals/ijhci/HoffmanPCNMGF01,2001
Julie A. Jacko,journals/ijhci/JackoSS02,2002
Gavriel Salvendy,journals/ijhci/JackoSS02,2002
François Sainfort,journals/ijhci/JackoSS02,2002
Uta Pankoke-Babatz,journals/ijhci/Pankoke-BabatzJ02,2002
Gavriel Salvendy,journals/ijhci/ZhangS01,2001
James R. Lewis,journals/ijhci/PolkoskyL02,2002
James R. Lewis,journals/ijhci/Lewis01,2001
Morten Hertzum,journals/ijhci/HertzumJ01,2001
Ian J. Hayes,journals/iee/HayesFL01,2001
Colin J. Fidge,journals/iee/HayesFL01,2001
Barbara A. Kitchenham,journals/iee/KitchenhamPMS01,2001
Lesley Pickard,journals/iee/KitchenhamPMS01,2001
Stephen G. MacDonell,journals/iee/KitchenhamPMS01,2001
Martin J. Shepperd,journals/iee/KitchenhamPMS01,2001
Per Runeson,journals/iee/KarlstromRW02,2002
Claes Wohlin,journals/iee/KarlstromRW02,2002
Scott A. Hissam,journals/iee/HissamPW02,2002
Antonia Bertolino,journals/iee/BertolinoMMLP02,2002
Raffaela Mirandola,journals/iee/BertolinoMMLP02,2002
Mario Piattini,journals/iee/SerranoCP02,2002
Martin J. Shepperd,journals/iee/KirsoppS02,2002
Lars Bendix,journals/iee/AsklundB02,2002
Martin Fleury,journals/iee/FleurySD01,2001
Andy C. Downton,journals/iee/FleurySD01,2001
Keith H. Bennett,journals/iee/GoldB02,2002
Doo-Hwan Bae,journals/iee/HongB01,2001
Liam P. Maguire,journals/iee/CoyleMM02,2002
T. Martin McGinnity,journals/iee/CoyleMM02,2002
Tracy Hall,journals/iee/HallBR02,2002
Peter Sawyer,journals/iee/RashidS01,2001
Kevin Crowston,journals/iee/CrowstonS02,2002
Stephen R. Schach,journals/iee/SchachJWHO02,2002
A. Jefferson Offutt,journals/iee/SchachJWHO02,2002
Walt Scacchi,journals/iee/Scacchi02,2002
Emilia Mendes,journals/iee/MendesMC02,2002
Steve Counsell,journals/iee/MendesMC02,2002
Martin Höst,journals/iee/HostJNB02,2002
Sung Deok Cha,journals/iee/ChoKCB01,2001
Doo-Hwan Bae,journals/iee/ChoKCB01,2001
Brian Fitzgerald 0001,journals/iee/FellerFH02,2002
Tsong Yueh Chen,journals/iee/ChenPT02,2002
Pak-Lok Poon,journals/iee/ChenPT02,2002
T. H. Tse,journals/iee/ChenPT02,2002
Norman Parrington,journals/iee/TsaiSP01,2001
Eerke A. Boiten,journals/iee/TaylorBD02,2002
John Derrick,journals/iee/TaylorBD02,2002
Stefan Biffl,journals/iee/HallingB02,2002
Lynne Blair,journals/iee/BlairBAJ01,2001
Gordon S. Blair,journals/iee/BlairBAJ01,2001
Lesley Pickard,journals/iee/PickardKL01,2001
Barbara A. Kitchenham,journals/iee/PickardKL01,2001
Stephen G. Linkman,journals/iee/PickardKL01,2001
Bruce W. N. Lo,journals/iee/YeL01,2001
Alexander B. Romanovsky,journals/iee/KienzleR02,2002
Araceli Sanchis,journals/aepia/GuineaSM02,2002
José M. Molina,journals/aepia/GuineaSM02,2002
Baltasar Fernández-Manjón,journals/aepia/Fernandez-Manjon01,2001
Eduardo Alonso,journals/aepia/AlonsoK01,2001
Rafael M. Gasca,journals/aepia/ValleGOG02,2002
Juan Antonio Ortega,journals/aepia/ValleGOG02,2002
M. Teresa Escrig,journals/aepia/EscrigCPT02,2002
Francisco Toledo,journals/aepia/EscrigCPT02,2002
Juan Julián Merelo Guervós,journals/aepia/CastilloCMP01,2001
Alberto Prieto,journals/aepia/CastilloCMP01,2001
Rafael M. Gasca,journals/aepia/GascaOT01,2001
Juan Antonio Ortega,journals/aepia/GascaOT01,2001
Miguel Toro,journals/aepia/GascaOT01,2001
Ignacio Aedo,journals/aepia/MunozAD02,2002
Paloma Díaz,journals/aepia/MunozAD02,2002
Antonio Moreno,journals/aepia/MorenoVB01,2001
Ana García-Serrano,journals/aepia/Martinez-FernandezG02,2002
Federico Barber,journals/aepia/SalidoGB02,2002
Julián Gutiérrez Serrano,journals/aepia/PerezGLGV01,2001
Ana Cristina Bicharra Garcia,journals/aepia/GarciaLB01,2001
José Muñoz-Pérez,journals/aepia/Gomez-RuizMGL02,2002
Felisa Verdejo,journals/aepia/BarrosV01,2001
Serafín Moral,journals/aepia/CanoMS02,2002
Antonio Salmerón,journals/aepia/CanoMS02,2002
José-Luis Pérez-de-la-Cruz,journals/aepia/ConejoMPT01,2001
Jesús Lorés,journals/aepia/SendinGLAB02,2002
Antonio Bahamonde,journals/aepia/BahamondeO02,2002
Wolfgang J. Paul,journals/integration/PaulS02,2002
Peter-Michael Seidel,journals/integration/PaulS02,2002
Jhing-Fa Wang,journals/integration/WangWW02,2002
Pierangelo Terreni,journals/integration/FanucciFT02,2002
D. F. Wong,journals/integration/TangW01,2001
Dimitris Nikolos,journals/integration/TsiatouhasMHNA02,2002
Rolf Drechsler,journals/integration/DrechslerG01,2001
Wolfgang Günther 0001,journals/integration/DrechslerG01,2001
Dhamin Al-Khalili,journals/integration/ShawAR02,2002
Ronald F. DeMara,journals/integration/SmithDYHF01,2001
Sachin S. Sapatnekar,journals/integration/RamanSA02,2002
Charles J. Alpert,journals/integration/RamanSA02,2002
Rolf Drechsler,journals/integration/DrechslerGH02,2002
Wolfgang Günther 0001,journals/integration/DrechslerGH02,2002
Kyu Ho Park,journals/integration/LeeP02,2002
Weijia Shang,journals/integration/GroverSL02,2002
Qiang Li,journals/integration/GroverSL02,2002
Georges G. E. Gielen,journals/integration/Gielen02,2002
Rolf Drechsler,journals/integration/Drechsler02,2002
Pei-Yin Chen,journals/integration/Chen02,2002
Sachin S. Sapatnekar,journals/integration/HuS01,2001
Román Hermida,journals/integration/MendiasHP02,2002
Xiaobo Sharon Hu,journals/integration/ZhangHC02,2002
Danny Z. Chen,journals/integration/ZhangHC02,2002
Amiya Nayak,journals/integration/MaityRN01,2001
Wolfgang Günther 0001,journals/integration/GuntherD02,2002
Rolf Drechsler,journals/integration/GuntherD02,2002
Chung-Kuan Cheng,journals/integration/MaHDCCG01,2001
Jun Gu,journals/integration/MaHDCCG01,2001
Kia Makki,journals/sigmod/Konig-RiesMMPPRSVW02,2002
S. A. M. Makki,journals/sigmod/Konig-RiesMMPPRSVW02,2002
Charles E. Perkins,journals/sigmod/Konig-RiesMMPPRSVW02,2002
Niki Pissinou,journals/sigmod/Konig-RiesMMPPRSVW02,2002
Peter L. Reiher,journals/sigmod/Konig-RiesMMPPRSVW02,2002
Peter Scheuermann,journals/sigmod/Konig-RiesMMPPRSVW02,2002
Jari Veijalainen,journals/sigmod/Konig-RiesMMPPRSVW02,2002
Ouri Wolfson,journals/sigmod/Konig-RiesMMPPRSVW02,2002
Ronald Fagin,journals/sigmod/Fagin02,2002
Michael Stonebraker,journals/sigmod/Stonebraker02,2002
Asuman Dogac,journals/sigmod/Dogac02,2002
William I. Grosky,journals/sigmod/GroskySF02,2002
Farshad Fotouhi,journals/sigmod/GroskySF02,2002
Richard T. Snodgrass,journals/sigmod/Snodgrass02,2002
Peter J. H. King,journals/sigmod/LawderK01,2001
Alberto O. Mendelzon,journals/sigmod/LabrinidisM01,2001
H. V. Jagadish,journals/sigmod/Jagadish01,2001
M. Tamer Özsu,journals/sigmod/Ozsu02,2002
Kenneth A. Ross,journals/sigmod/RossHLW01,2001
Laks V. S. Lakshmanan,journals/sigmod/RossHLW01,2001
Limsoon Wong,journals/sigmod/RossHLW01,2001
Luca Cardelli,journals/sigmod/Cardelli01,2001
Calton Pu,journals/sigmod/PuSW01,2001
Karsten Schwan,journals/sigmod/PuSW01,2001
Jonathan Walpole,journals/sigmod/PuSW01,2001
Karl Aberer,journals/sigmod/Aberer02a,2002
Jim Melton,journals/sigmod/MeltonE02,2002
Andrew Eisenberg,journals/sigmod/MeltonE02,2002
M. Tamer Özsu,journals/sigmod/Ozsu02b,2002
Michalis Vazirgiannis,journals/sigmod/HalkidiBV02a,2002
Jim Melton,journals/sigmod/MeltonE01,2001
Andrew Eisenberg,journals/sigmod/MeltonE01,2001
M. Tamer Özsu,journals/sigmod/Ozsu01a,2001
Christian S. Jensen,journals/sigmod/SlivinskasJS02,2002
Richard T. Snodgrass,journals/sigmod/SlivinskasJS02,2002
Vassilios S. Verykios,journals/sigmod/SayginVC01,2001
Chris Clifton,journals/sigmod/SayginVC01,2001
Panos Constantopoulos,journals/sigmod/ConstantopoulosCP01,2001
Vassilis Christophides,journals/sigmod/ConstantopoulosCP01,2001
Kenneth A. Ross,journals/sigmod/RossFS02,2002
Mary F. Fernandez,journals/sigmod/RossFS02,2002
Kyuseok Shim,journals/sigmod/RossFS02,2002
Alejandro P. Buchmann,journals/sigmod/CiliaB02,2002
Marc H. Scholl,journals/sigmod/Scholl01,2001
Ling Liu 0001,journals/sigmod/Liu02b,2002
Karl Aberer,journals/sigmod/Aberer01a,2001
Harald Kosch,journals/sigmod/Kosch02,2002
Christoph Bussler,journals/sigmod/BusslerFM02,2002
Dieter Fensel,journals/sigmod/BusslerFM02,2002
Kenneth A. Ross,journals/sigmod/RossAA02,2002
Alfred V. Aho,journals/sigmod/RossAA02,2002
Richard T. Snodgrass,journals/sigmod/Snodgrass02b,2002
Carole A. Goble,journals/sigmod/GobleR02,2002
Richard T. Snodgrass,journals/sigmod/Snodgrass01a,2001
Robert Meersman,journals/sigmod/MeersmanS02,2002
Amit P. Sheth,journals/sigmod/MeersmanS02,2002
Michalis Vazirgiannis,journals/sigmod/HalkidiBV02,2002
Robert Meersman,journals/sigmod/SpynsMJ02,2002
Jeffrey F. Naughton,journals/sigmod/ShanmugasundaramSKKVNT01,2001
Guy M. Lohman,journals/sigmod/LohmanGFS01,2001
Michael J. Franklin,journals/sigmod/LohmanGFS01,2001
Leonard J. Seligman,journals/sigmod/LohmanGFS01,2001
David Bailey,journals/sigmod/SommerGB02,2002
Karl Aberer,journals/sigmod/Aberer02c,2002
Marianne Winslett,journals/sigmod/Winslett02a,2002
Olivier Y. de Vel,journals/sigmod/VelACM01,2001
Ling Liu 0001,journals/sigmod/Liu01,2001
Amit P. Sheth,journals/sigmod/AnyanwuS02,2002
Jennifer Widom,journals/sigmod/BabuW01,2001
Ling Liu 0001,journals/sigmod/Liu02a,2002
Jim Melton,journals/sigmod/MeltonMJKSZ01,2001
Krishna G. Kulkarni,journals/sigmod/MeltonMJKSZ01,2001
Peter M. Schwarz,journals/sigmod/MeltonMJKSZ01,2001
Karl Aberer,journals/sigmod/Aberer02b,2002
Manfred A. Jeusfeld,journals/sigmod/FengJH01,2001
Salvatore J. Stolfo,journals/sigmod/StolfoLCFE01,2001
Wenke Lee,journals/sigmod/StolfoLCFE01,2001
Philip K. Chan,journals/sigmod/StolfoLCFE01,2001
Karl Aberer,journals/sigmod/Aberer01,2001
Ling Liu 0001,journals/sigmod/Liu01a,2001
Marianne Winslett,journals/sigmod/Winslett02,2002
Bertram Ludäscher,journals/sigmod/LudascherMM01,2001
Richard Marciano,journals/sigmod/LudascherMM01,2001
Reagan Moore,journals/sigmod/LudascherMM01,2001
Feng Tian,journals/sigmod/TianDCZ02,2002
David J. DeWitt,journals/sigmod/TianDCZ02,2002
Amit P. Sheth,journals/sigmod/ShethM02,2002
Robert Meersman,journals/sigmod/ShethM02,2002
Mehul A. Shah,journals/sigmod/ShahMFH01,2001
Michael J. Franklin,journals/sigmod/ShahMFH01,2001
Joseph M. Hellerstein,journals/sigmod/ShahMFH01,2001
Paul W. P. J. Grefen,journals/sigmod/Grefen02,2002
Marianne Winslett,journals/sigmod/WinslettCDHZZ02,2002
Kevin Chen-Chuan Chang,journals/sigmod/WinslettCDHZZ02,2002
Jiawei Han 0001,journals/sigmod/WinslettCDHZZ02,2002
ChengXiang Zhai,journals/sigmod/WinslettCDHZZ02,2002
David B. Lomet,journals/sigmod/Lomet01,2001
Zhan Cui,journals/sigmod/CuiJO02,2002
Joachim Hammer,journals/sigmod/Hammer02a,2002
Daniel Barbará,journals/sigmod/Barbara01,2001
Elisa Bertino,journals/sigmod/BertinoEH01,2001
Ahmed K. Elmagarmid,journals/sigmod/BertinoEH01,2001
Andrew Eisenberg,journals/sigmod/EisenbergM01,2001
Jim Melton,journals/sigmod/EisenbergM01,2001
Peter Fankhauser,journals/sigmod/Fankhauser01,2001
Patrick Valduriez,journals/sigmod/TanakaV01,2001
Wenke Lee,journals/sigmod/LeeF01,2001
Renée J. Miller,journals/sigmod/MillerHHYHFP01,2001
Laura M. Haas,journals/sigmod/MillerHHYHFP01,2001
Ronald Fagin,journals/sigmod/MillerHHYHFP01,2001
James Geller,journals/sigmod/Geller02,2002
Dan Suciu,journals/sigmod/Suciu02,2002
Alfons Kemper,journals/sigmod/Kemper02,2002
Kenneth A. Ross,journals/sigmod/RossHKRRSS01,2001
Jiawei Han 0001,journals/sigmod/RossHKRRSS01,2001
Rajeev Rastogi,journals/sigmod/RossHKRRSS01,2001
Daniel J. Rosenkrantz,journals/sigmod/RossHKRRSS01,2001
Peter Scheuermann,journals/sigmod/RossHKRRSS01,2001
Dan Suciu,journals/sigmod/RossHKRRSS01,2001
M. Tamer Özsu,journals/sigmod/Ozsu02a,2002
Dan Suciu,journals/sigmod/Suciu01,2001
Kenneth A. Ross,journals/sigmod/RossAJS02,2002
Amr El Abbadi,journals/sigmod/RossAJS02,2002
Theodore Johnson,journals/sigmod/RossAJS02,2002
Richard T. Snodgrass,journals/sigmod/RossAJS02,2002
Marianne Winslett,journals/sigmod/Winslett01,2001
Ibrahim Cingil,journals/sigmod/Cingil02,2002
Kenneth A. Ross,journals/sigmod/RossCGLLM01,2001
Stefano Ceri,journals/sigmod/RossCGLLM01,2001
