source,target
Dinh-Tuan Pham,Jean-François Cardoso
Chaitali Chakrabarti,Tinku Acharya
Praveen K. Murthy,Edward A. Lee
Michael Peleg,Shlomo Shamai
Faouzi Kossentini,Rabab K. Ward
Andrzej Tarczynski,Gerald D. Cain
Andrzej Tarczynski,Ewa Hermanowicz
Gerald D. Cain,Ewa Hermanowicz
Yuke Wang,Xiaoyu Song
Yuke Wang,El Mostapha Aboulhamid
Yuke Wang,Hong Shen
Xiaoyu Song,Hong Shen
El Mostapha Aboulhamid,Hong Shen
Guoan Bi,A. C. Kot
Fulvio Gini,Fabrizio Lombardini
José Carlos M. Bermudez,Neil J. Bershad
Martin Kristensson,Magnus Jansson
Martin Kristensson,Björn E. Ottersten
Magnus Jansson,Björn E. Ottersten
Xiang Yu,Lang Tong
Yuan-Pei Lin,See-May Phoong
Masaaki Ikehara,Trac D. Tran
Masaaki Ikehara,Truong Q. Nguyen
Trac D. Tran,Truong Q. Nguyen
A. Lee Swindlehurst,Petre Stoica
A. Lee Swindlehurst,Magnus Jansson
Langford B. White,Robert J. Elliott
Alfonso Farina,Branko Ristic
Philippe Loubaton,Erchin Serpedin
Philippe Loubaton,Georgios B. Giannakis
Erchin Serpedin,Georgios B. Giannakis
Salvador Olmos,Leif Sörnmo
Salvador Olmos,Pablo Laguna
Leif Sörnmo,Pablo Laguna
Jiunn-Tsair Chen,Wen-Hsien Fang
Kenji Suzuki,Isao Horiba
Kenji Suzuki,Noboru Sugie
Alex B. Gershman,Moeness G. Amin
Steven M. Kay,Paul M. Baggenstoss
Khurram Muhammad,Sarah Kate Wilson
Kaushik Roy 0001,Sarah Kate Wilson
Yuri I. Abramovich,Nicholas K. Spencer
Yuri I. Abramovich,Alexei Y. Gorokhov
Nicholas K. Spencer,Alexei Y. Gorokhov
Fa-Long Luo,Jun Yang
Fa-Long Luo,Arye Nehorai
Jun Yang,Arye Nehorai
Sokratis K. Katsikas,Spiridon D. Likothanassis
Kristine L. Bell,Harry L. Van Trees
Soo-Chang Pei,Min-Hung Yeh
Vikram Krishnamurthy,H. Vincent Poor
Biao Chen,Pramod K. Varshney
Ricardo Merched,Ali H. Sayed
Fredrik Gustafsson,Urban Forssell
Luciano Izzo,Antonio Napolitano 0001
Helmut Bölcskei,Vinko Erceg
Vinko Erceg,David Gesbert
Vinko Erceg,Arogyaswami Paulraj
Eran Fishler,Hagit Messer
Xiqi Gao,Truong Q. Nguyen
Xiqi Gao,Gilbert Strang
Truong Q. Nguyen,Gilbert Strang
Wen-Shyong Hsieh,Trieu-Kien Truong
Wen-Shyong Hsieh,Irving S. Reed
Wei Wang,Don H. Johnson
Urbashi Mitra,Dirk T. M. Slock
Alfred Mertins,Tanja Karp
Timothy N. Davidson,Jos F. Sturm
Zhi-Quan Luo,Jos F. Sturm
Wanquan Liu,Wei-Yong Yan
Wanquan Liu,Victor Sreeram
Wanquan Liu,Kok Lay Teo
Wei-Yong Yan,Victor Sreeram
Victor Sreeram,Kok Lay Teo
Olivier Besson,Petre Stoica
Ali H. Sayed,Richard D. Wesel
Xi Zhang 0010,Toshinori Yoshikawa
Vikram Krishnamurthy,Robin J. Evans 0001
Panos Koukoulas,Nicholas Kalouptsidis
Petre Stoica,Alex B. Gershman
Olivier Besson,Alex B. Gershman
Jong-Nam Kim,Byung-Ha Ahn
Neil J. Bershad,Patrick Celka
Neil J. Bershad,Steve McLaughlin 0001
Patrick Celka,Steve McLaughlin 0001
Tsung-Hsien Liu,Jerry M. Mendel
Yingbo Hua,Petre Stoica
Uri Shaked,Yeng Chai Soh
Zheng Bao,P. C. Ching
Xiaohua Li,H. Howard Fan
K. C. Ho 0001,Yiu-Tong Chan
Pierre Duhamel,Mila Nikolova
Subhrakanti Dey,Brian D. O. Anderson
Subhrakanti Dey,Franky De Bruyne
Deva K. Borah,Rodney A. Kennedy
Deva K. Borah,Zhi Ding 0001
Rodney A. Kennedy,Zhi Ding 0001
Markku Renfors,Visa Koivunen
Petr Tichavský,Kainam Thomas Wong
Petr Tichavský,Michael D. Zoltowski
Kainam Thomas Wong,Michael D. Zoltowski
Tony Gustafsson,Ulf A. Lindgren
Tony Gustafsson,Henrik Sahlin
Ulf A. Lindgren,Henrik Sahlin
Patrick Celka,Jean-Marc Vesin
Neil J. Bershad,Jean-Marc Vesin
Sudhakar Kalluri,Gonzalo R. Arce
Martin Vetterli,Thierry Blu
Trac D. Tran,Peter N. Heller
Peter N. Heller,Truong Q. Nguyen
Bor-Sen Chen,Sen-Chueh Peng
Roberto López-Valcarce,Fernando Pérez-González
Roberto López-Valcarce,Soura Dasgupta
Ezio Biglieri,Antonia Maria Tulino
Giorgio Taricco,Antonia Maria Tulino
Timothy N. Davidson,Pak-Chung Ching
Kon Max Wong,Pak-Chung Ching
Zhi-Quan Luo,Pak-Chung Ching
Jun Ma,Keshab K. Parhi
Jun Ma,Ed F. Deprettere
Keshab K. Parhi,Ed F. Deprettere
Stefano Buzzi,Ernesto Conte
Ernesto Conte,Marco Lops
Deepa Kundur,Dimitrios Hatzinakos
Mats Bengtsson,Björn E. Ottersten
Gianfranco Cariolaro,Tomaso Erseghe
Gianfranco Cariolaro,Peter Kraniauskas
Tomaso Erseghe,Peter Kraniauskas
Minyue Fu,Carlos E. de Souza
Minyue Fu,Zhi-Quan Luo
Carlos E. de Souza,Zhi-Quan Luo
Er-Wei Bai,Zhi Ding 0001
Yuanqing Li,Jun Wang 0002
François Desbouvries,Philippe Loubaton
Pierre Comon,Bernard Mourrain
Nicholas D. Sidiropoulos,Ananthram Swami
Paul C. Wei,James R. Zeidler
Paul C. Wei,Walter H. Ku
Athanasios P. Liavas,Phillip A. Regalia
Phillip A. Regalia,Jean Pierre Delmas
Phillip A. Regalia,Karim Abed-Meraim
Jean Pierre Delmas,Karim Abed-Meraim
Fulvio Gini,Georgios B. Giannakis
Antonio Napolitano 0001,Chad M. Spooner
Philippe Loubaton,Pascal Chevalier
Yegui Xiao,Katsunori Shida
João Manuel Freitas Xavier,Victor A. N. Barroso
João Manuel Freitas Xavier,José M. F. Moura
Victor A. N. Barroso,José M. F. Moura
Biao Chen,Lang Tong
William A. Sethares,Robert C. Williamson
William A. Sethares,C. Richard Johnson Jr.
Robert C. Williamson,C. Richard Johnson Jr.
Zidong Wang,Biao Huang
Philip Schniter,Lang Tong
Phillip L. Ainsleigh,Nasser Kehtarnavaz
Phillip L. Ainsleigh,Roy L. Streit
Nasser Kehtarnavaz,Roy L. Streit
Philip Schniter,C. Richard Johnson Jr.
Albert Benveniste,Michèle Basseville
Yong Ching Lim,Jianjian Song
Louis L. Scharf,L. Todd McWhorter
Hongbin Li,Georgios B. Giannakis
Ming Gu,Lang Tong
Eric Moulines,Karim Abed-Meraim
Eric Moulines,Pascal Chevalier
Eric Moulines,Pierre Duhamel
Karim Abed-Meraim,Pascal Chevalier
Karim Abed-Meraim,Pierre Duhamel
Pascal Chevalier,Pierre Duhamel
Pierre Moulin,Mihai Anitescu
Mihai Anitescu,Kannan Ramchandran
Jason Goldberg,Hagit Messer
Yuehua Wu,Kwok-Wai Tam
Darryl Veitch,Patrice Abry
Chung-Shi Tseng,Bor-Sen Chen
Michele Morelli,Umberto Mengali
Alex B. Gershman,Kon Max Wong
Carlos H. Muravchik,Arye Nehorai
Phillip A. Regalia,Mamadou Mboup
Ioan Tabus,Petre Stoica
David Burshtein,Ehud Weinstein
Petre Stoica,Thomas L. Marzetta
Lixin Shen,Hwee Huat Tan
Roberto López-Valcarce,Zhi Ding 0001
Zhi Ding 0001,Soura Dasgupta
James P. Reilly,Michael Seibert
M. N. S. Swamy,Thanos Stouraitis
M. Omair Ahmad,Thanos Stouraitis
Naofal Al-Dhahir,Georgios B. Giannakis
Naofal Al-Dhahir,Bertrand M. Hochwald
Naofal Al-Dhahir,Brian L. Hughes
Naofal Al-Dhahir,Thomas L. Marzetta
Georgios B. Giannakis,Bertrand M. Hochwald
Georgios B. Giannakis,Thomas L. Marzetta
Bertrand M. Hochwald,Brian L. Hughes
Brian L. Hughes,Thomas L. Marzetta
Karim Abed-Meraim,Jonathan H. Manton
Jonathan H. Manton,Yingbo Hua
Tony Gustafsson,Bhaskar D. Rao
Lieven De Lathauwer,Bart De Moor
Lieven De Lathauwer,Joos Vandewalle
Arnaud Doucet,Vikram Krishnamurthy
Yuehua Wu,Fu Li
Kwok-Wai Tam,Fu Li
Jean-Pierre Le Cadre,Patrick Pérez
Ashutosh Sabharwal,Lee C. Potter
Paul Brna,Richard Cox
Keith Stenning,Oliver Lemon
Brandon Bennett,Clare Dixon
Brandon Bennett,Michael Fisher 0001
Brandon Bennett,Enrico Franconi
Brandon Bennett,Ian Horrocks
Brandon Bennett,Maarten de Rijke
Clare Dixon,Enrico Franconi
Clare Dixon,Ian Horrocks
Clare Dixon,Maarten de Rijke
Michael Fisher 0001,Enrico Franconi
Michael Fisher 0001,Ian Horrocks
Michael Fisher 0001,Maarten de Rijke
Enrico Franconi,Ian Horrocks
Enrico Franconi,Maarten de Rijke
Ian Horrocks,Maarten de Rijke
Antonio Chella,Marcello Frixione
Antonio Chella,Salvatore Gaglio
Marcello Frixione,Salvatore Gaglio
Hakman A. Wan,Andrew Hunter
Koen Bertels,Luc Neuberg
Koen Bertels,Stamatis Vassiliadis
Luc Neuberg,Stamatis Vassiliadis
Jixin Ma,Brian Knight
Daniel A. Keim,Dietmar Saupe
Andreas Heuer 0001,Günter Neumann
Andreas Heuer 0001,Hans Uszkoreit
Andreas Heuer 0001,Steffen Staab
Andreas Heuer 0001,Rudi Studer
Günter Neumann,Hans Uszkoreit
Günter Neumann,Steffen Staab
Günter Neumann,Rudi Studer
Hans Uszkoreit,Steffen Staab
Hans Uszkoreit,Rudi Studer
Andreas Heuer 0001,Klaus R. Dittrich
Noga Alon,Dhruv Mubayi
Noga Alon,Robin Thomas 0001
Dhruv Mubayi,Robin Thomas 0001
Michael O. Albertson,Joan P. Hutchinson
Mike J. Grannell,Jozef Sirán
Terry S. Griggs,Jozef Sirán
Guoli Ding,Paul D. Seymour
Endre Boros,Stefan Hougardy
Vladimir Gurvich,Stefan Hougardy
Richard H. Schelp,Miklós Simonovits
Michele Conforti,Gérard Cornuéjols
Michele Conforti,Ajai Kapoor
Michele Conforti,Kristina Vuskovic
Gérard Cornuéjols,Ajai Kapoor
Gérard Cornuéjols,Kristina Vuskovic
Ajai Kapoor,Kristina Vuskovic
Benoit Larose,Claude Tardif
Jozef Sirán,Mark E. Watkins
Jørgen Bang-Jensen,Jing Huang 0007
Dan Archdeacon,C. Paul Bonnington
Zhicheng Gao,Ian M. Wanless
Zhicheng Gao,Nicholas C. Wormald
Daniel P. Sanders,Yue Zhao
Alan M. Frieze,Ronald J. Gould
Alan M. Frieze,Michal Karonski
Ronald J. Gould,Michal Karonski
Alexandr V. Kostochka,Michael Stiebitz
Oleg V. Borodin,Dmitry Fon-Der-Flaass
Oleg V. Borodin,Alexandr V. Kostochka
Oleg V. Borodin,André Raspaud
Oleg V. Borodin,Éric Sopena
Dmitry Fon-Der-Flaass,Alexandr V. Kostochka
Dmitry Fon-Der-Flaass,André Raspaud
Dmitry Fon-Der-Flaass,Éric Sopena
André Kündgen,Michael Molloy
Felix Lazebnik,Andrew J. Woldar
Haitze J. Broersma,Matthias Kriesell
Haitze J. Broersma,Zdenek Ryjácek
Matthias Kriesell,Zdenek Ryjácek
Hong-Jian Lai,Cun-Quan Zhang
Béla Bollobás,Endre Szemerédi
Ko-Wei Lih,Daphne Der-Fen Liu
Alexandr V. Kostochka,Vojtech Rödl
Maria Axenovich,Zoltán Füredi
Atsushi Kaneko,Alexander K. Kelmans
Atsushi Kaneko,Tsuyoshi Nishimura
Alexander K. Kelmans,Tsuyoshi Nishimura
Feng Tian 0008,Bing Wei 0001
Dan Archdeacon,Nathaniel Dean
Dan Archdeacon,Nora Hartsfield
C. Paul Bonnington,Nathaniel Dean
C. Paul Bonnington,Nora Hartsfield
Nathaniel Dean,Nora Hartsfield
Dan Archdeacon,Jozef Sirán
C. Paul Bonnington,Jozef Sirán
Luisa Gargano,Pavol Hell
Luisa Gargano,Stephane Perennes
Pavol Hell,Stephane Perennes
Stanislav Jendrol',Marián Klesc
Saad El-Zanati,Shailesh K. Tipnis
Shailesh K. Tipnis,Charles Vanden Eynden
Dan Archdeacon,Atsuhiro Nakamoto
Dan Archdeacon,Seiya Negami
Dan Archdeacon,Katsuhiro Ota
Martin Charles Golumbic,Robert E. Jamison
Martin Charles Golumbic,Ann N. Trenk
Robert E. Jamison,Ann N. Trenk
Feng Ming Dong,C. H. C. Little
Khee Meng Koh,C. H. C. Little
Kee L. Teo,C. H. C. Little
C. H. C. Little,Michael D. Hendy
Jochen Harant,Margit Voigt
Jochen Harant,Stanislav Jendrol'
Jochen Harant,Bert Randerath
Margit Voigt,Stanislav Jendrol'
Margit Voigt,Bert Randerath
Margit Voigt,Zdenek Ryjácek
Margit Voigt,Ingo Schiermeyer
Stanislav Jendrol',Bert Randerath
Stanislav Jendrol',Zdenek Ryjácek
Stanislav Jendrol',Ingo Schiermeyer
Bert Randerath,Zdenek Ryjácek
Noga Alon,Benny Sudakov
Roland Häggkvist,Wolfgang Mader 0001
Rao Li,Akira Saito
Peter Dankelmann,Wayne Goddard
Peter Dankelmann,Peter J. Slater
Wayne Goddard,Peter J. Slater
Feng Tian 0008,Yoshimi Egawa
Feng Tian 0008,Kazuhide Hirohata
Bing Wei 0001,Yoshimi Egawa
Bing Wei 0001,Kazuhide Hirohata
Yoshimi Egawa,Kazuhide Hirohata
Thomas Böhme 0001,Jochen Harant
Noga Alon,Paul Erdös
Noga Alon,David S. Gunderson
Noga Alon,Michael Molloy
Paul Erdös,David S. Gunderson
Paul Erdös,Michael Molloy
David S. Gunderson,Michael Molloy
Bill Jackson,Xingxing Yu
Hajo Broersma,Ralph J. Faudree
Hajo Broersma,Andreas Huck
Hajo Broersma,Huib Trommel
Hajo Broersma,Henk Jan Veldman
Ralph J. Faudree,Andreas Huck
Ralph J. Faudree,Huib Trommel
Ralph J. Faudree,Henk Jan Veldman
Andreas Huck,Huib Trommel
Andreas Huck,Henk Jan Veldman
Huib Trommel,Henk Jan Veldman
Wilfried Imrich,Sandi Klavzar
Wilfried Imrich,Henry Martyn Mulder
Wilfried Imrich,Riste Skrekovski
Sandi Klavzar,Henry Martyn Mulder
Henry Martyn Mulder,Riste Skrekovski
Wenjie He,Ko-Wei Lih
Wenjie He,Weifan Wang
Wenjie He,Xuding Zhu
Ko-Wei Lih,Xuding Zhu
Weifan Wang,Xuding Zhu
Guantao Chen,Michael S. Jacobson
Leizhen Cai,Xuding Zhu
Mark N. Ellingham,Yunsun Nam
Mark N. Ellingham,Heinz-Jürgen Voss
Yunsun Nam,Heinz-Jürgen Voss
Shaocheng Tong,Tao Wang
Tao Wang,Han-Xiong Li
Enric Trillas,Tomasa Calvo
Xudong Luo,Chengqi Zhang
Xudong Luo,Ho-fung Leung
Chengqi Zhang,Ho-fung Leung
Luis M. de Campos,Serafín Moral
Enric Trillas,Claudi Alsina
Luciano Sánchez,María José del Jesús
Oscar Cordón,María José del Jesús
Raul Trejo,Vladik Kreinovich
Raul Trejo,I. R. Goodman
Pedro Gil,Carlo Bertoluzza
Luis M. de Campos,Juan F. Huete
F. H. Frank Leung,Peter Kwong-Shun Tam
Lik-Kin Wong,F. H. Frank Leung
Geraldine Fitzpatrick,Simon M. Kaplan
Geraldine Fitzpatrick,David B. Arnold
Simon M. Kaplan,David B. Arnold
Bonnie A. Nardi,Steve Whittaker
Bonnie A. Nardi,Heinrich Schwarz
Steve Whittaker,Heinrich Schwarz
Carl Gutwin,Saul Greenberg
Preben Mogensen 0002,Dan Shapiro
Kjeld Schmidt,Christian Heath
Kjeld Schmidt,Tom Rodden
Christian Heath,Tom Rodden
Hilda Tellioglu,Ina Wagner
Christian Heath,Paul Luff
Marie-Francine Moens,Jos Dumortier
Stefanos Kaxiras,Margaret Martonosi
Stefanos Kaxiras,Douglas W. Clark
Margaret Martonosi,Douglas W. Clark
Heiko Schuldt,Catriel Beeri
Gustavo Alonso,Catriel Beeri
Catriel Beeri,Hans-Jörg Schek
Marc Andries,Luca Cabibbo
Marc Andries,Jan Paredaens
Marc Andries,Jan Van den Bussche
Luca Cabibbo,Jan Paredaens
Luca Cabibbo,Jan Van den Bussche
Jan Paredaens,Jan Van den Bussche
Laks V. S. Lakshmanan,Fereidoon Sadri
Phillip B. Gibbons,Viswanath Poosala
Yossi Matias,Viswanath Poosala
Jan Chomicki,David Toman
Jan Chomicki,Michael H. Böhlen
David Toman,Michael H. Böhlen
Surajit Chaudhuri,Luis Gravano
Alan Jay Smith,Honesty C. Young
Raymond T. Ng,Jef Wijsen
Thomas Eiter,James J. Lu
Thomas Eiter,V. S. Subrahmanian
James J. Lu,Thomas Lukasiewicz
James J. Lu,V. S. Subrahmanian
Thomas Lukasiewicz,V. S. Subrahmanian
Shinichi Morishita,Takeshi Tokuyama
Sushil Jajodia,Maria Luisa Sapino
Sushil Jajodia,V. S. Subrahmanian
Pierangela Samarati,Maria Luisa Sapino
Pierangela Samarati,V. S. Subrahmanian
Maria Luisa Sapino,V. S. Subrahmanian
Sharad Mehrotra,Michael J. Pazzani
Mengchi Liu,Tok Wang Ling
Martin Müller 0001,Joachim Niehren
Martin Müller 0001,Ralf Treinen
Joachim Niehren,Ralf Treinen
Michel Habib,Laurent Viennot
Christophe Paul,Laurent Viennot
John A. Ellis,Hongbing Fan
John A. Ellis,Jeffrey Shallit
Hongbing Fan,Jeffrey Shallit
Luitpold Babel,Andreas Brandstädt
Luitpold Babel,Van Bang Le
Michael Drmota,Helmut Prodinger
David W. Krumme,Paraskevi Fragopoulou
Daniel Krob,Jean-Yves Thibon
Chính T. Hoàng,Van Bang Le
Michael D. Gordon,Robert K. Lindsay
Ravi Kumar 0001,Kevin S. McCurley
Kevin S. McCurley,Sridhar Rajagopalan
Kevin S. McCurley,D. Sivakumar
Kevin S. McCurley,Andrew Tomkins
Sridhar Rajagopalan,D. Sivakumar
D. Sivakumar,Andrew Tomkins
Aviel D. Rubin,Lorrie Faith Cranor
Roy T. Fielding,Richard N. Taylor
Junghoo Cho,Hector Garcia-Molina
Junghoo Cho,Andreas Paepcke
Junghoo Cho,Sriram Raghavan
Hector Garcia-Molina,Andreas Paepcke
Andreas Paepcke,Sriram Raghavan
Wolfgang Emmerich,Anthony Finkelstein
Lorenzo Alvisi,Michael Dahlin
Lorenzo Alvisi,Arun Iyengar
Michael Dahlin,Arun Iyengar
Celia Hoyles,Jean-Marie Laborde
Alla Sheffer,Eric de Sturler
Marshall W. Bern,David Eppstein
Marshall W. Bern,Jeff Erickson 0001
David Eppstein,Jeff Erickson 0001
Philippe Véron,Jean-Claude Léon
Joseph E. Flaherty,Mark S. Shephard
James H. Garrett Jr.,Kincho H. Law
James H. Garrett Jr.,Ram D. Sriram
Kincho H. Law,Ram D. Sriram
Maria Grazia Gasparo,Alessandra Papini
P. J. van der Houwen,Ben P. Sommeijer
Gene H. Golub,Chen Greif
Gene H. Golub,James M. Varah
Chen Greif,James M. Varah
Jean Claude Miellou,Pierre Spitéri
John C. Butcher,Zdzislaw Jackiewicz
Andreas Stathopoulos,Shang-Hua Teng
Luca Dieci,Alessandra Papini
Laura Gori,Elisabetta Santi
A. Salam,Peter R. Graves-Morris
Marcos Raydan,William Kile Glunt
Marcos Raydan,Tom L. Hayden
Tobin A. Driscoll,Bengt Fornberg
Jocelyne Erhel,Murli M. Gupta
Costanza Conti,Rossana Morandi
Costanza Conti,Christophe Rabut
Rossana Morandi,Christophe Rabut
Claude Brezinski,Michela Redivo-Zaglia
Pierre Spitéri,Jacques M. Bahi
Jean Claude Miellou,Jacques M. Bahi
Michael Beetz,Bernd Radig
Eduardo Mario Nebot,Hugh F. Durrant-Whyte
Michael A. Peshkin,J. Edward Colgate
Septimiu E. Salcudean,Wen-Hong Zhu
Tamio Arai,Enrico Pagello
Tamio Arai,Lynne E. Parker
Enrico Pagello,Lynne E. Parker
Maria L. Gini,Nikolaos Papanikolopoulos
MuDer Jeng,Xiaolan Xie
James P. Ostrowski,Camillo J. Taylor
Yoshihiko Nakamura,Ole Jakob Sørdalen
Gaurav S. Sukhatme,Maja J. Mataric
Qiang Huang,Shuuji Kajita
Qiang Huang,Hirohiko Arai
Qiang Huang,Kazuo Tanie
Shuuji Kajita,Hirohiko Arai
Shuuji Kajita,Kazuo Tanie
Hirohiko Arai,Kazuo Tanie
Dario Maio,Stefano Rizzi
John O. Moody,Panos J. Antsaklis
Davide Brugali,Mohamed E. Fayad
Suresh P. Sethi,Jeffrey B. Sidney
Jeffrey B. Sidney,Chelliah Sriskandarajah
Nikos Tsourveloudis,Kimon P. Valavanis
Arjan van der Schaft,Claudio Melchiorri
Attawith Sudsang,Jean Ponce
Kensuke Harada,Makoto Kaneko
Kensuke Harada,Toshio Tsuji
Fabrice Chauvet,Jean-Marie Proth
Fabrice Chauvet,Yorai Wardi
Jean-Marie Proth,Yorai Wardi
Steven M. LaValle,Lydia E. Kavraki
Davide Brugali,Giuseppe Menga
Dong Sun 0001,James K. Mills
Alessandro Astolfi,Liu Hsu
Liu Hsu,Romeo Ortega
Bing Li,Utpal Roy
Dominique Meizel,Luc Jaulin
Dominique Meizel,Eric Walter
Chong Jin Ong,Elmer G. Gilbert
Jyh-Horng Chen,Li-Chen Fu
Chun-Hung Chen,Shi-Chung Chang
Jaydev P. Desai,James P. Ostrowski
Jaydev P. Desai,Vijay Kumar 0001
James P. Ostrowski,Vijay Kumar 0001
Heiko Mosemann,Friedrich M. Wahl
Jun Wang 0002,Yangsheng Xu
Francesco Bullo,Kevin M. Lynch
Jennifer L. Welch,Nancy M. Amato
Uwe Helmke,John B. Moore
Peter I. Corke,Seth Hutchinson
Jun Ota,Hajime Asama
Wen-Hong Zhu,Joris De Schutter
Wei-Min Shen,Peter M. Will
Guilin Yang,I-Ming Chen
Guilin Yang,Jorge Angeles
I-Ming Chen,Jorge Angeles
Glenn K. Manacher,Terrance A. Mankus
Anders Dessmark,Andrzej Pelc
Gary Chartrand,Frank Harary
Frank Harary,Ping Zhang 0004
Fred S. Roberts,Li Sheng 0001
Chun-Nan Hung,Ting-Yi Sung
Luisa Gargano,Andrzej Pelc
Andrzej Pelc,Ugo Vaccaro
Stephane Perennes,Ugo Vaccaro
Matteo Fischetti,Giuseppe Lancia
Matteo Fischetti,Paolo Serafini
Giuseppe Lancia,Paolo Serafini
Arie M. C. A. Koster,Antoon W. J. Kolen
Stan P. M. van Hoesel,Antoon W. J. Kolen
Christian Fremuth-Paeger,Dieter Jungnickel
Fred R. McMorris,Fred S. Roberts
Fred R. McMorris,Chi Wang 0002
Fred S. Roberts,Chi Wang 0002
Richard L. Francis,Timothy J. Lowe
Richard L. Francis,Arie Tamir
Timothy J. Lowe,Arie Tamir
Pierre Fraigniaud,Jean-Claude König
Pierre Fraigniaud,Emmanuel Lazard
Jean-Claude König,Emmanuel Lazard
Yash P. Aneja,R. Chandrasekaran
Yash P. Aneja,Kunhiraman Nair
R. Chandrasekaran,Kunhiraman Nair
Marcus Brazil,Doreen A. Thomas
Marcus Brazil,Jia F. Weng
Doreen A. Thomas,Jia F. Weng
Michael J. Dinneen,Geoffrey Pritchard
Michael J. Dinneen,Mark C. Wilson
Geoffrey Pritchard,Mark C. Wilson
Sergei Bespamyatnikh,Binay K. Bhattacharya
Sergei Bespamyatnikh,J. Mark Keil
Sergei Bespamyatnikh,David G. Kirkpatrick
Sergei Bespamyatnikh,Michael Segal 0001
Binay K. Bhattacharya,J. Mark Keil
Binay K. Bhattacharya,David G. Kirkpatrick
Binay K. Bhattacharya,Michael Segal 0001
J. Mark Keil,David G. Kirkpatrick
J. Mark Keil,Michael Segal 0001
David G. Kirkpatrick,Michael Segal 0001
Lawrence Bodin,Michael O. Ball
Gary Chartrand,Steven J. Winters
Mauricio G. C. Resende,Celso C. Ribeiro
Luis Gouveia,Leslie A. Hall
J. Hyam Rubinstein,Doreen A. Thomas
J. Hyam Rubinstein,Nicholas C. Wormald
Doreen A. Thomas,Nicholas C. Wormald
Pierre Fraigniaud,Joseph G. Peters
Amir Averbuch,Yehuda Roditty
Richard D. McBride,John W. Mamer
Charles J. Colbourn,Peng-Jun Wan
Marcus Poggi de Aragão,Celso C. Ribeiro
Falk Nicolai,Thomas Szymczak
Afonso Ferreira,Stephane Perennes
Martine Labbé,Gilbert Laporte
Maarten Oosten,Frits C. R. Spieksma
Hovhannes A. Harutyunyan,Arthur L. Liestman
Charu C. Aggarwal,James B. Orlin
Camino Balbuena,Josep Fàbrega
Bang Ye Wu,Kun-Mao Chao
Bang Ye Wu,Chuan Yi Tang
Kun-Mao Chao,Chuan Yi Tang
Michele Flammini,Giorgio Gambosi
Michele Flammini,Umberto Nanni
Michele Flammini,Richard B. Tan
Giorgio Gambosi,Umberto Nanni
Giorgio Gambosi,Richard B. Tan
Umberto Nanni,Richard B. Tan
Gianpaolo Ghiani,Gennaro Improta
Gianpaolo Ghiani,Gilbert Laporte
Gennaro Improta,Gilbert Laporte
Kevin Cleary,Matthew T. Freedman
Kevin Cleary,Seong Ki Mun
Matthew T. Freedman,Seong Ki Mun
Daniel Graupe,Kai Liu
Nicolaos A. Mouravliansky,Andy Marsh
Nicolaos A. Mouravliansky,Konstantina S. Nikita
Nicolaos A. Mouravliansky,Nikolaos K. Uzunoglu
Andy Marsh,Konstantina S. Nikita
Andy Marsh,Nikolaos K. Uzunoglu
Konstantina S. Nikita,Nikolaos K. Uzunoglu
George Nagy,James N. Turner
George Nagy,Badrinath Roysam
James N. Turner,Badrinath Roysam
Robert Stevens 0001,Ian Horrocks
Robert Stevens 0001,Sean Bechhofer
Carole A. Goble,Ian Horrocks
Ian Horrocks,Sean Bechhofer
Kecheng Liu,Sameer Singh 0002
Kecheng Liu,Swamy Laxminarayan
Rosa María Baños,José Antonio Lozano
Cristina Botella,José Antonio Lozano
Concepción Perpiñá,José Antonio Lozano
Mariano Alcañiz Raya,José Antonio Lozano
José García,Leif Sörnmo
José García,Salvador Olmos
José García,Pablo Laguna
Nadia Magnenat-Thalmann,Prem Kalra
Yue Joseph Wang,Tülay Adali
Paul M. Thompson,De Witt L. Sumners
De Witt L. Sumners,Arthur W. Toga
Nigel Steele,Raouf N. Gorgui-Naguib
M. Howard Williams,David H. Marwick
Giuseppe Riva,Francesco Vincelli
Enrico Molinari,Francesco Vincelli
George-Peter K. Economou,Dimitris K. Lymberopoulos
Yehoshua Perl,Huanying Gu
Michael Halper,Huanying Gu
James Geller,Huanying Gu
Raouf N. Gorgui-Naguib,Bayan S. Sharif
Robert S. H. Istepanian,Leontios J. Hadjileontiadis
Robert S. H. Istepanian,Stavros M. Panas
Jacques Vaisey,M. Stella Atkins
Charles V. Stewart,James N. Turner
Robert M. Haralick,Florence H. Sheehan
Christopher L. Barrett,Christian M. Reidys
E. Loli Piccolomini,Fabiana Zama
Iván Area,Eduardo Godoy
Iván Area,Francisco Marcellán
Eduardo Godoy,Francisco Marcellán
C. Y. Chan,Jian Yang
Y. Wang,Dennis S. Bernstein
Y. Wang,Layne T. Watson
Dennis S. Bernstein,Layne T. Watson
Kirstie L. Bellman,Christopher Landauer
Yair Censor,Nir Cohen
Jinde Cao,Xin Liu
Laxmi Gewali,Simeon C. Ntafos
Chaouki T. Abdallah,Peter Dorato
Yakov Ben-Haim,Keith W. Hipel
Yongdeok Kim,Sungyun Lee
V. Lakshmikantham,Y. Zhang
Daniel N. Rockmore,Peter F. Stadler
Daniel N. Rockmore,Gottfried Tinhofer
Peter F. Stadler,Gottfried Tinhofer
Ravi P. Agarwal,Donal O'Regan
S. Natesan,N. Ramanujam
Guangwei Yuan,Longjun Shen
